purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2025-01640,1,RENW-1100,13,768.85,Received in full
PO-2025-01640,2,PIPE-1165,152,16.79,Received in full
PO-2025-01640,3,VENT-1095,8,168.54,Part received
PO-2025-01641,1,RENW-1100,26,766.26,Received in full
PO-2025-01641,2,ELEC-1197,71,64.61,Received in full
PO-2025-01641,3,VENT-1009,11,509.88,Received in full
PO-2025-01641,4,TOOL-1163,46,8.12,Received in full
PO-2025-01642,1,VENT-1019,26,58.16,Part received
PO-2025-01643,1,TOOL-1071,364,2.74,Part received
PO-2025-01644,1,RENW-1171,6,709.71,Received in full
PO-2025-01645,1,VALV-1192,55,37.88,Received in full
PO-2025-01645,2,VALV-1014,24,38.45,Part received
PO-2025-01645,3,VALV-1065,24,93.24,Received in full
PO-2025-01646,1,ELEC-1049,364,34.99,Part received
PO-2025-01647,1,PIPE-1029,180,4.29,Received in full
PO-2025-01648,1,RENW-1192,8,1387.16,Received in full
PO-2025-01648,2,PIPE-1004,248,1.91,Received in full
PO-2025-01648,3,VENT-1176,6,51.0,Received in full
PO-2025-01648,4,VENT-1185,6,84.65,Received in full
PO-2025-01649,1,ELEC-1217,210,102.39,Part received
PO-2025-01649,2,DRAIN-1051,24,126.43,Received in full
PO-2025-01649,3,ELEC-1184,112,106.13,Part received
PO-2025-01649,4,TOOL-1092,70,30.76,Received in full
PO-2025-01650,1,VALV-1007,25,13.74,Received in full
PO-2025-01650,2,ELEC-1197,59,65.95,Received in full
PO-2025-01651,1,ELEC-1150,75,14.89,Received in full
PO-2025-01651,2,VENT-1119,22,621.45,Received in full
PO-2025-01652,1,PIPE-1201,768,11.69,Part received
PO-2025-01652,2,ELEC-1204,60,17.4,Received in full
PO-2025-01653,1,ELEC-1134,56,85.71,Received in full
PO-2025-01654,1,RENW-1158,7,2159.52,Received in full
PO-2025-01654,2,RENW-1161,11,517.53,Part received
PO-2025-01654,3,TOOL-1021,238,1.38,Part received
PO-2025-01654,4,VENT-1214,49,124.25,Received in full
PO-2025-01655,1,RENW-1161,9,690.97,Received in full
PO-2025-01655,2,ELEC-1131,150,20.04,Part received
PO-2025-01655,3,HEAT-1124,10,649.6,Received in full
PO-2025-01656,1,ELEC-1171,54,49.16,Received in full
PO-2025-01656,2,VENT-1103,8,178.54,Received in full
PO-2025-01657,1,ELEC-1204,145,17.28,Received in full
PO-2025-01657,2,VENT-1161,6,348.17,Received in full
PO-2025-01657,3,ELEC-1088,140,13.09,Received in full
PO-2025-01657,4,RENW-1186,4,1439.54,Received in full
PO-2025-01658,1,VENT-1084,21,39.3,Received in full
PO-2025-01658,2,HEAT-1203,12,597.04,Received in full
PO-2025-01658,3,VENT-1205,7,24.19,Received in full
PO-2025-01659,1,DRAIN-1145,46,14.57,Part received
PO-2025-01659,2,ELEC-1194,68,51.59,Part received
PO-2025-01660,1,ELEC-1088,125,13.35,Received in full
PO-2025-01661,1,VENT-1119,32,632.68,Part received
PO-2025-01662,1,RENW-1042,6,784.5,Part received
PO-2025-01663,1,PIPE-1029,465,4.28,Part received
PO-2025-01663,2,VALV-1163,15,73.99,Part received
PO-2025-01663,3,VENT-1075,6,176.68,Received in full
PO-2025-01664,1,PIPE-1206,198,0.64,Received in full
PO-2025-01664,2,RENW-1022,5,1425.56,Received in full
PO-2025-01664,3,TOOL-1115,36,1.23,Received in full
PO-2025-01665,1,HEAT-1082,14,207.58,Received in full
PO-2025-01666,1,RENW-1095,4,2158.42,Received in full
PO-2025-01666,2,VENT-1066,8,42.45,Received in full
PO-2025-01666,3,VENT-1199,9,64.46,Received in full
PO-2025-01666,4,VENT-1105,6,157.74,Received in full
PO-2025-01667,1,ELEC-1217,98,101.86,Received in full
PO-2025-01667,2,ELEC-1150,55,14.99,Received in full
PO-2025-01668,1,ELEC-1107,228,2.47,Part received
PO-2025-01668,2,TOOL-1077,126,2.62,Received in full
PO-2025-01669,1,RENW-1212,4,1945.07,Received in full
PO-2025-01669,2,PIPE-1150,300,0.39,Part received
PO-2025-01669,3,ELEC-1162,54,23.88,Received in full
PO-2025-01670,1,VENT-1115,12,32.08,Received in full
PO-2025-01671,1,RENW-1087,21,1180.78,Received in full
PO-2025-01671,2,TOOL-1018,66,1.3,Received in full
PO-2025-01671,3,TOOL-1219,37,1.0,Received in full
PO-2025-01671,4,VENT-1095,18,169.74,Part received
PO-2025-01672,1,HEAT-1142,5,521.55,Received in full
PO-2025-01672,2,TOOL-1219,36,1.02,Received in full
PO-2025-01672,3,RENW-1087,9,1192.05,Received in full
PO-2025-01673,1,RENW-1000,19,1684.97,Received in full
PO-2025-01674,1,VENT-1119,26,622.45,Received in full
PO-2025-01674,2,RENW-1122,5,1106.08,Received in full
PO-2025-01675,1,ELEC-1008,630,3.48,Part received
PO-2025-01676,1,DRAIN-1158,264,59.78,Part received
PO-2025-01677,1,ELEC-1088,60,13.11,Received in full
PO-2025-01678,1,VENT-1009,11,506.18,Received in full
PO-2025-01678,2,RENW-1192,8,1391.67,Received in full
PO-2025-01679,1,TOOL-1175,102,2.22,Part received
PO-2025-01679,2,PIPE-1088,308,0.27,Part received
PO-2025-01679,3,TOOL-1077,240,1.97,Part received
PO-2025-01680,1,TOOL-1128,204,3.01,Received in full
PO-2025-01680,2,VENT-1095,8,170.18,Received in full
PO-2025-01680,3,VENT-1214,7,188.59,Received in full
PO-2025-01681,1,PIPE-1064,152,8.12,Received in full
PO-2025-01682,1,VALV-1110,15,11.71,Received in full
PO-2025-01683,1,PIPE-1017,858,0.49,Part received
PO-2025-01684,1,VENT-1185,6,84.65,Received in full
PO-2025-01684,2,VENT-1192,6,591.54,Received in full
PO-2025-01685,1,RENW-1018,3,1784.37,Received in full
PO-2025-01685,2,PIPE-1189,155,1.12,Part received
PO-2025-01685,3,HEAT-1033,7,789.94,Received in full
PO-2025-01685,4,VALV-1215,21,21.3,Received in full
PO-2025-01686,1,PIPE-1201,1984,11.75,Part received
PO-2025-01687,1,ELEC-1107,180,2.44,Part received
PO-2025-01688,1,VENT-1103,8,179.58,Received in full
PO-2025-01688,2,DRAIN-1047,81,172.71,Part received
PO-2025-01689,1,VENT-1134,8,46.84,Received in full
PO-2025-01690,1,DRAIN-1158,100,79.44,Received in full
PO-2025-01691,1,VALV-1121,38,82.86,Received in full
PO-2025-01692,1,ELEC-1204,130,17.44,Received in full
PO-2025-01692,2,PIPE-1201,1664,11.7,Part received
PO-2025-01693,1,PIPE-1004,208,1.89,Part received
PO-2025-01693,2,TOOL-1087,42,2.56,Received in full
PO-2025-01693,3,DRAIN-1179,120,121.2,Received in full
PO-2025-01694,1,DRAIN-1161,24,7.8,Received in full
PO-2025-01695,1,PIPE-1119,672,6.77,Received in full
PO-2025-01695,2,VENT-1084,21,39.88,Received in full
PO-2025-01696,1,VENT-1185,6,83.74,Received in full
PO-2025-01696,2,TOOL-1219,44,1.02,Received in full
PO-2025-01696,3,PIPE-1165,208,16.48,Received in full
PO-2025-01697,1,ELEC-1217,182,104.35,Part received
PO-2025-01697,2,DRAIN-1204,36,6.97,Received in full
PO-2025-01698,1,DRAIN-1095,144,86.11,Part received
PO-2025-01698,2,VENT-1084,48,31.2,Received in full
PO-2025-01699,1,VENT-1095,21,167.16,Part received
PO-2025-01699,2,RENW-1070,3,1172.25,Received in full
PO-2025-01700,1,VENT-1141,6,167.45,Received in full
PO-2025-01700,2,RENW-1212,4,1992.92,Received in full
PO-2025-01701,1,DRAIN-1214,35,34.96,Received in full
PO-2025-01702,1,DRAIN-1179,175,121.83,Received in full
PO-2025-01703,1,VALV-1140,15,19.09,Received in full
PO-2025-01703,2,VALV-1084,37,110.32,Received in full
PO-2025-01703,3,VALV-1204,21,37.5,Received in full
PO-2025-01703,4,VALV-1192,55,37.98,Part received
PO-2025-01704,1,VENT-1214,16,186.24,Received in full
PO-2025-01704,2,PIPE-1135,150,4.76,Received in full
PO-2025-01705,1,VENT-1095,8,169.84,Received in full
PO-2025-01705,2,TOOL-1137,36,25.5,Received in full
PO-2025-01705,3,DRAIN-1179,55,120.92,Part received
PO-2025-01706,1,ELEC-1204,60,17.33,Received in full
PO-2025-01707,1,ELEC-1204,190,17.23,Part received
PO-2025-01708,1,ELEC-1134,104,86.91,Received in full
PO-2025-01709,1,RENW-1100,13,774.42,Received in full
PO-2025-01709,2,TOOL-1018,36,1.31,Received in full
PO-2025-01710,1,TOOL-1067,258,5.93,Part received
PO-2025-01710,2,TOOL-1077,240,1.96,Part received
PO-2025-01710,3,TOOL-1175,102,2.22,Part received
PO-2025-01711,1,VALV-1175,15,40.7,Received in full
PO-2025-01712,1,ELEC-1214,66,1.39,Received in full
PO-2025-01713,1,HEAT-1064,24,217.49,Received in full
PO-2025-01713,2,TOOL-1149,90,2.44,Part received
PO-2025-01714,1,PIPE-1064,152,8.09,Received in full
PO-2025-01715,1,VALV-1121,42,82.1,Received in full
PO-2025-01716,1,DRAIN-1158,112,78.1,Received in full
PO-2025-01716,2,PIPE-1142,180,0.43,Received in full
PO-2025-01716,3,DRAIN-1106,54,9.56,Part received
PO-2025-01717,1,TOOL-1214,36,9.83,Received in full
PO-2025-01718,1,PIPE-1101,150,2.14,Received in full
PO-2025-01719,1,PIPE-1004,248,1.9,Received in full
PO-2025-01719,2,RENW-1100,26,780.74,Received in full
PO-2025-01719,3,DRAIN-1016,53,86.91,Received in full
PO-2025-01719,4,PIPE-1206,198,0.65,Part received
PO-2025-01720,1,ELEC-1214,168,1.39,Part received
PO-2025-01721,1,ELEC-1117,54,3.44,Received in full
PO-2025-01722,1,RENW-1087,36,781.71,Received in full
PO-2025-01722,2,PIPE-1025,2079,1.78,Part received
PO-2025-01722,3,PIPE-1044,1666,10.97,Part received
PO-2025-01723,1,PIPE-1064,272,8.24,Received in full
PO-2025-01724,1,PIPE-1064,232,8.28,Received in full
PO-2025-01724,2,ELEC-1008,171,4.47,Received in full
PO-2025-01725,1,ELEC-1131,150,19.83,Part received
PO-2025-01726,1,DRAIN-1047,69,172.35,Received in full
PO-2025-01727,1,ELEC-1150,75,14.88,Part received
PO-2025-01728,1,DRAIN-1033,24,8.66,Received in full
PO-2025-01728,2,RENW-1171,6,720.63,Received in full
PO-2025-01728,3,DRAIN-1009,24,7.26,Received in full
PO-2025-01729,1,PIPE-1088,308,0.27,Part received
PO-2025-01729,2,TOOL-1175,102,2.2,Received in full
PO-2025-01729,3,TOOL-1067,258,5.9,Part received
PO-2025-01730,1,ELEC-1049,156,34.77,Received in full
PO-2025-01731,1,PIPE-1189,342,0.89,Part received
PO-2025-01731,2,DRAIN-1016,120,57.52,Part received
PO-2025-01732,1,TOOL-1071,364,2.76,Part received
PO-2025-01732,2,PIPE-1061,990,1.48,Part received
PO-2025-01732,3,VALV-1056,78,19.52,Part received
PO-2025-01733,1,ELEC-1204,60,17.33,Part received
PO-2025-01734,1,RENW-1031,8,2047.42,Received in full
PO-2025-01735,1,VENT-1019,66,42.31,Part received
PO-2025-01735,2,VENT-1158,14,90.5,Received in full
PO-2025-01736,1,DRAIN-1095,62,106.97,Received in full
PO-2025-01736,2,TOOL-1201,36,11.72,Received in full
PO-2025-01736,3,VALV-1163,15,73.77,Received in full
PO-2025-01737,1,DRAIN-1214,29,35.48,Received in full
PO-2025-01738,1,VENT-1119,10,637.68,Received in full
PO-2025-01738,2,ELEC-1184,56,103.64,Part received
PO-2025-01738,3,ELEC-1217,98,103.51,Received in full
PO-2025-01738,4,TOOL-1092,40,30.63,Received in full
PO-2025-01739,1,RENW-1087,36,783.44,Part received
PO-2025-01739,2,TOOL-1110,144,16.34,Outstanding
PO-2025-01739,3,TOOL-1051,77,0.83,Part received
PO-2025-01739,4,ELEC-1117,224,2.53,Part received
PO-2025-01740,1,VENT-1084,21,40.05,Received in full
PO-2025-01740,2,HEAT-1064,8,271.21,Received in full
PO-2025-01741,1,VENT-1192,6,588.88,Received in full
PO-2025-01741,2,ELEC-1102,54,13.62,Received in full
PO-2025-01741,3,HEAT-1182,5,519.04,Received in full
PO-2025-01742,1,PIPE-1064,200,8.15,Received in full
PO-2025-01743,1,HEAT-1082,9,205.53,Received in full
PO-2025-01744,1,ELEC-1107,72,2.47,Received in full
PO-2025-01745,1,PIPE-1094,198,7.65,Part received
PO-2025-01746,1,TOOL-1219,44,1.01,Received in full
PO-2025-01747,1,RENW-1087,9,1190.63,Received in full
PO-2025-01747,2,HEAT-1142,5,518.09,Received in full
PO-2025-01747,3,VENT-1214,7,187.79,Received in full
PO-2025-01747,4,PIPE-1168,372,1.03,Part received
PO-2025-01748,1,DRAIN-1047,33,173.46,Part received
PO-2025-01749,1,VENT-1214,49,121.48,Outstanding
PO-2025-01749,2,PIPE-1061,990,1.52,Part received
PO-2025-01750,1,VALV-1113,15,9.01,Part received
PO-2025-01751,1,ELEC-1171,54,48.77,Received in full
PO-2025-01751,2,VENT-1103,8,181.57,Received in full
PO-2025-01751,3,VENT-1060,6,120.34,Received in full
PO-2025-01752,1,VENT-1119,22,623.66,Received in full
PO-2025-01752,2,HEAT-1211,7,409.2,Received in full
PO-2025-01753,1,VENT-1134,8,47.42,Part received
PO-2025-01754,1,TOOL-1201,36,11.83,Received in full
PO-2025-01754,2,PIPE-1029,405,4.34,Part received
PO-2025-01755,1,PIPE-1004,248,1.91,Part received
PO-2025-01755,2,TOOL-1128,510,3.0,Part received
PO-2025-01755,3,ELEC-1031,54,2.21,Received in full
PO-2025-01756,1,ELEC-1107,180,2.42,Part received
PO-2025-01756,2,DRAIN-1199,24,5.44,Received in full
PO-2025-01756,3,PIPE-1025,795,2.34,Part received
PO-2025-01757,1,ELEC-1217,210,102.75,Received in full
PO-2025-01757,2,VENT-1119,26,626.19,Received in full
PO-2025-01757,3,DRAIN-1204,42,6.91,Received in full
PO-2025-01757,4,RENW-1122,5,1133.66,Received in full
PO-2025-01758,1,DRAIN-1145,46,14.3,Received in full
PO-2025-01758,2,ELEC-1134,112,86.9,Part received
PO-2025-01758,3,RENW-1035,9,1426.7,Received in full
PO-2025-01758,4,ELEC-1194,68,51.05,Received in full
PO-2025-01759,1,VALV-1204,19,38.55,Received in full
PO-2025-01759,2,VALV-1152,24,9.05,Received in full
PO-2025-01759,3,VALV-1091,37,69.76,Part received
PO-2025-01760,1,TOOL-1128,204,3.0,Received in full
PO-2025-01760,2,TOOL-1163,36,8.0,Received in full
PO-2025-01760,3,VALV-1007,18,13.73,Received in full
PO-2025-01760,4,PIPE-1101,150,2.14,Received in full
PO-2025-01761,1,VALV-1121,17,82.49,Received in full
PO-2025-01762,1,TOOL-1144,90,1.05,Part received
PO-2025-01762,2,TOOL-1021,238,1.37,Part received
PO-2025-01763,1,RENW-1010,7,2791.24,Received in full
PO-2025-01764,1,VALV-1037,15,32.75,Received in full
PO-2025-01764,2,VALV-1137,19,65.25,Part received
PO-2025-01765,1,VALV-1110,20,11.71,Received in full
PO-2025-01766,1,PIPE-1214,152,0.5,Part received
PO-2025-01766,2,PIPE-1101,260,2.08,Received in full
PO-2025-01766,3,VALV-1007,25,13.89,Received in full
PO-2025-01766,4,VENT-1214,16,185.73,Received in full
PO-2025-01767,1,HEAT-1130,5,783.09,Received in full
PO-2025-01767,2,RENW-1100,13,768.38,Received in full
PO-2025-01768,1,HEAT-1142,11,507.98,Received in full
PO-2025-01769,1,TOOL-1137,45,24.96,Received in full
PO-2025-01769,2,TOOL-1163,40,7.94,Received in full
PO-2025-01770,1,RENW-1000,42,1326.29,Part received
PO-2025-01771,1,ELEC-1025,54,34.05,Received in full
PO-2025-01771,2,TOOL-1087,51,2.56,Received in full
PO-2025-01772,1,ELEC-1094,180,3.25,Part received
PO-2025-01772,2,VENT-1043,12,46.71,Received in full
PO-2025-01772,3,DRAIN-1214,35,34.94,Received in full
PO-2025-01772,4,HEAT-1192,7,259.71,Received in full
PO-2025-01773,1,TOOL-1067,258,5.91,Part received
PO-2025-01774,1,ELEC-1049,338,35.09,Part received
PO-2025-01774,2,DRAIN-1158,100,78.76,Received in full
PO-2025-01774,3,DRAIN-1106,47,9.54,Received in full
PO-2025-01775,1,VALV-1121,55,82.92,Received in full
PO-2025-01776,1,HEAT-1161,6,900.18,Received in full
PO-2025-01777,1,ELEC-1134,56,87.36,Part received
PO-2025-01777,2,DRAIN-1145,24,14.64,Received in full
PO-2025-01778,1,PIPE-1064,232,8.07,Received in full
PO-2025-01778,2,DRAIN-1192,29,113.73,Received in full
PO-2025-01778,3,RENW-1095,4,2169.21,Received in full
PO-2025-01778,4,VENT-1066,8,42.22,Received in full
PO-2025-01779,1,PIPE-1201,5061,9.78,Part received
PO-2025-01780,1,HEAT-1142,5,516.21,Received in full
PO-2025-01780,2,DRAIN-1179,55,120.83,Received in full
PO-2025-01781,1,ELEC-1217,266,103.37,Part received
PO-2025-01782,1,DRAIN-1122,24,38.87,Received in full
PO-2025-01782,2,HEAT-1200,8,945.34,Received in full
PO-2025-01782,3,PIPE-1061,406,2.03,Part received
PO-2025-01782,4,PIPE-1044,672,14.72,Part received
PO-2025-01783,1,TOOL-1128,425,2.97,Part received
PO-2025-01783,2,ELEC-1025,54,34.95,Part received
PO-2025-01784,1,PIPE-1142,156,0.43,Received in full
PO-2025-01785,1,PIPE-1070,150,13.25,Received in full
PO-2025-01785,2,PIPE-1119,600,6.87,Part received
PO-2025-01786,1,RENW-1203,6,766.49,Received in full
PO-2025-01786,2,HEAT-1009,5,644.99,Received in full
PO-2025-01787,1,PIPE-1142,180,0.43,Received in full
PO-2025-01787,2,ELEC-1049,364,34.95,Part received
PO-2025-01787,3,DRAIN-1106,54,9.51,Received in full
PO-2025-01787,4,DRAIN-1158,112,78.37,Received in full
PO-2025-01788,1,DRAIN-1084,24,7.41,Received in full
PO-2025-01788,2,DRAIN-1056,24,23.69,Received in full
PO-2025-01788,3,ELEC-1005,54,27.87,Received in full
PO-2025-01789,1,ELEC-1217,182,103.19,Part received
PO-2025-01790,1,RENW-1087,9,1179.72,Received in full
PO-2025-01790,2,PIPE-1165,152,16.6,Part received
PO-2025-01791,1,ELEC-1107,72,2.46,Received in full
PO-2025-01792,1,VALV-1204,15,38.51,Received in full
PO-2025-01792,2,VALV-1065,15,94.41,Received in full
PO-2025-01793,1,RENW-1000,19,1700.53,Received in full
PO-2025-01793,2,TOOL-1214,36,9.85,Received in full
PO-2025-01793,3,HEAT-1016,14,472.34,Received in full
PO-2025-01794,1,ELEC-1008,171,4.51,Part received
PO-2025-01795,1,DRAIN-1095,144,87.71,Part received
PO-2025-01796,1,HEAT-1039,5,265.93,Received in full
PO-2025-01796,2,RENW-1053,15,2536.44,Received in full
PO-2025-01797,1,PIPE-1201,1984,11.69,Part received
PO-2025-01797,2,VALV-1130,19,18.55,Received in full
PO-2025-01797,3,ELEC-1088,140,13.23,Received in full
PO-2025-01797,4,ELEC-1204,145,17.36,Received in full
PO-2025-01798,1,VALV-1110,23,11.85,Received in full
PO-2025-01799,1,ELEC-1094,156,3.2,Part received
PO-2025-01799,2,DRAIN-1214,29,35.08,Received in full
PO-2025-01800,1,PIPE-1017,858,0.5,Part received
PO-2025-01801,1,TOOL-1110,36,20.65,Received in full
PO-2025-01802,1,PIPE-1029,405,4.3,Received in full
PO-2025-01802,2,VALV-1024,15,115.37,Received in full
PO-2025-01803,1,ELEC-1204,130,17.66,Part received
PO-2025-01803,2,TOOL-1110,56,20.67,Received in full
PO-2025-01804,1,TOOL-1018,66,1.32,Received in full
PO-2025-01804,2,PIPE-1135,150,4.84,Received in full
PO-2025-01804,3,RENW-1087,21,1191.51,Received in full
PO-2025-01805,1,RENW-1100,13,775.27,Received in full
PO-2025-01806,1,PIPE-1038,468,1.07,Part received
PO-2025-01807,1,RENW-1100,26,766.89,Received in full
PO-2025-01807,2,RENW-1192,8,1366.17,Received in full
PO-2025-01807,3,TOOL-1219,44,1.02,Received in full
PO-2025-01807,4,VENT-1053,6,36.99,Received in full
PO-2025-01808,1,VALV-1154,15,67.62,Part received
PO-2025-01809,1,VALV-1215,21,21.23,Received in full
PO-2025-01809,2,RENW-1018,3,1814.75,Received in full
PO-2025-01809,3,DRAIN-1068,24,9.49,Received in full
PO-2025-01810,1,VENT-1002,18,58.37,Received in full
PO-2025-01810,2,TOOL-1182,37,2.37,Received in full
PO-2025-01810,3,DRAIN-1098,24,36.21,Received in full
PO-2025-01811,1,VALV-1121,38,83.37,Received in full
PO-2025-01812,1,PIPE-1038,468,1.08,Part received
PO-2025-01813,1,PIPE-1004,152,1.92,Received in full
PO-2025-01813,2,TOOL-1087,36,2.57,Received in full
PO-2025-01813,3,HEAT-1142,5,521.75,Received in full
PO-2025-01814,1,DRAIN-1047,100,171.72,Received in full
PO-2025-01815,1,VALV-1102,29,70.89,Received in full
PO-2025-01815,2,TOOL-1018,80,1.3,Received in full
PO-2025-01815,3,PIPE-1186,152,1.09,Received in full
PO-2025-01816,1,VALV-1172,36,52.72,Part received
PO-2025-01816,2,PIPE-1109,1400,2.75,Part received
PO-2025-01816,3,PIPE-1011,168,0.41,Outstanding
PO-2025-01816,4,PIPE-1189,342,0.9,Part received
PO-2025-01817,1,VALV-1084,84,80.75,Part received
PO-2025-01817,2,TOOL-1021,238,1.36,Part received
PO-2025-01817,3,TOOL-1182,90,1.9,Part received
PO-2025-01817,4,TOOL-1149,90,2.46,Part received
PO-2025-01818,1,TOOL-1067,258,5.9,Part received
PO-2025-01818,2,TOOL-1077,240,1.97,Part received
PO-2025-01819,1,ELEC-1150,85,14.75,Part received
PO-2025-01819,2,ELEC-1184,112,104.53,Part received
PO-2025-01819,3,DRAIN-1051,24,125.78,Received in full
PO-2025-01819,4,VENT-1119,26,635.47,Received in full
PO-2025-01820,1,DRAIN-1113,24,15.63,Received in full
PO-2025-01821,1,VENT-1095,18,168.56,Received in full
PO-2025-01821,2,PIPE-1165,192,16.53,Part received
PO-2025-01822,1,ELEC-1150,75,15.18,Received in full
PO-2025-01823,1,TOOL-1018,36,1.32,Received in full
PO-2025-01823,2,TOOL-1128,204,2.99,Received in full
PO-2025-01823,3,TOOL-1137,36,25.46,Received in full
PO-2025-01824,1,TOOL-1092,182,22.86,Outstanding
PO-2025-01824,2,PIPE-1025,2079,1.75,Part received
PO-2025-01825,1,HEAT-1211,5,404.02,Received in full
PO-2025-01826,1,DRAIN-1161,154,5.7,Outstanding
PO-2025-01826,2,VALV-1152,66,6.61,Part received
PO-2025-01827,1,VALV-1091,43,69.86,Received in full
PO-2025-01827,2,VALV-1080,22,129.76,Received in full
PO-2025-01827,3,VALV-1204,21,38.6,Received in full
PO-2025-01828,1,ELEC-1107,180,2.42,Received in full
PO-2025-01829,1,ELEC-1197,71,65.16,Received in full
PO-2025-01829,2,VENT-1095,21,170.46,Received in full
PO-2025-01829,3,DRAIN-1016,53,86.57,Received in full
PO-2025-01830,1,VALV-1215,18,21.32,Received in full
PO-2025-01830,2,ELEC-1214,144,1.41,Part received
PO-2025-01831,1,PIPE-1142,150,0.43,Received in full
PO-2025-01832,1,PIPE-1142,228,0.43,Part received
PO-2025-01833,1,HEAT-1211,8,406.66,Received in full
PO-2025-01833,2,RENW-1145,7,2481.89,Received in full
PO-2025-01833,3,TOOL-1092,70,30.77,Received in full
PO-2025-01834,1,RENW-1152,6,1931.17,Received in full
PO-2025-01834,2,DRAIN-1145,46,14.22,Received in full
PO-2025-01834,3,ELEC-1067,54,5.09,Part received
PO-2025-01835,1,PIPE-1038,468,1.07,Part received
PO-2025-01835,2,VALV-1091,112,49.27,Part received
PO-2025-01835,3,TOOL-1047,36,1.02,Received in full
PO-2025-01835,4,RENW-1042,13,580.06,Received in full
PO-2025-01836,1,PIPE-1064,232,8.21,Part received
PO-2025-01836,2,TOOL-1100,36,22.73,Received in full
PO-2025-01836,3,TOOL-1007,36,1.91,Received in full
PO-2025-01837,1,VENT-1141,6,165.42,Received in full
PO-2025-01837,2,PIPE-1150,300,0.39,Part received
PO-2025-01837,3,HEAT-1151,8,637.22,Received in full
PO-2025-01838,1,VALV-1065,20,93.48,Received in full
PO-2025-01838,2,VALV-1152,24,9.28,Received in full
PO-2025-01839,1,DRAIN-1179,120,120.17,Received in full
PO-2025-01839,2,PIPE-1004,208,1.89,Received in full
PO-2025-01840,1,VENT-1119,10,622.62,Received in full
PO-2025-01841,1,HEAT-1124,10,643.96,Received in full
PO-2025-01841,2,HEAT-1059,5,275.05,Received in full
PO-2025-01841,3,ELEC-1131,150,19.66,Received in full
PO-2025-01842,1,VALV-1052,15,11.32,Received in full
PO-2025-01843,1,VALV-1014,24,38.75,Received in full
PO-2025-01844,1,DRAIN-1047,81,174.0,Received in full
PO-2025-01844,2,HEAT-1089,5,484.54,Received in full
PO-2025-01845,1,DRAIN-1047,33,171.57,Part received
PO-2025-01846,1,TOOL-1201,36,11.94,Received in full
PO-2025-01847,1,ELEC-1134,144,86.0,Received in full
PO-2025-01848,1,PIPE-1101,666,1.42,Outstanding
PO-2025-01849,1,RENW-1192,8,1368.22,Received in full
PO-2025-01849,2,DRAIN-1075,25,72.02,Received in full
PO-2025-01849,3,HEAT-1022,6,254.43,Received in full
PO-2025-01850,1,VALV-1163,15,74.12,Received in full
PO-2025-01850,2,ELEC-1119,54,67.2,Received in full
PO-2025-01850,3,RENW-1061,8,1685.97,Received in full
PO-2025-01850,4,DRAIN-1095,62,106.95,Received in full
PO-2025-01851,1,VENT-1119,22,625.53,Received in full
PO-2025-01852,1,VALV-1110,20,11.7,Received in full
PO-2025-01853,1,TOOL-1137,45,25.05,Received in full
PO-2025-01853,2,PIPE-1168,806,1.03,Part received
PO-2025-01854,1,PIPE-1070,150,12.99,Part received
PO-2025-01855,1,PIPE-1189,150,1.12,Received in full
PO-2025-01856,1,PIPE-1064,200,8.21,Received in full
PO-2025-01857,1,ELEC-1204,60,17.27,Received in full
PO-2025-01858,1,HEAT-1130,5,788.5,Received in full
PO-2025-01858,2,RENW-1100,13,771.21,Received in full
PO-2025-01858,3,ELEC-1036,54,2.72,Received in full
PO-2025-01858,4,HEAT-1142,5,519.7,Received in full
PO-2025-01859,1,ELEC-1107,156,2.46,Received in full
PO-2025-01859,2,TOOL-1077,91,2.59,Part received
PO-2025-01859,3,PIPE-1025,689,2.3,Part received
PO-2025-01860,1,PIPE-1044,1666,10.99,Outstanding
PO-2025-01860,2,VALV-1056,78,19.04,Outstanding
PO-2025-01860,3,VALV-1084,84,80.45,Outstanding
PO-2025-01860,4,PIPE-1168,2118,0.7,Outstanding
PO-2025-01861,1,ELEC-1214,66,1.38,Received in full
PO-2025-01862,1,VALV-1056,15,24.64,Received in full
PO-2025-01863,1,ELEC-1184,56,103.76,Part received
PO-2025-01863,2,VENT-1119,10,631.07,Received in full
PO-2025-01864,1,HEAT-1203,12,586.85,Received in full
PO-2025-01864,2,VALV-1030,15,25.13,Received in full
PO-2025-01864,3,RENW-1010,7,2782.42,Received in full
PO-2025-01864,4,VENT-1084,21,39.95,Received in full
PO-2025-01865,1,TOOL-1087,36,2.6,Received in full
PO-2025-01865,2,PIPE-1101,150,2.13,Received in full
PO-2025-01865,3,TOOL-1128,204,3.03,Received in full
PO-2025-01865,4,TOOL-1163,36,8.04,Received in full
PO-2025-01866,1,HEAT-1200,8,933.41,Received in full
PO-2025-01867,1,PIPE-1206,198,0.65,Received in full
PO-2025-01867,2,VENT-1185,6,83.9,Received in full
PO-2025-01867,3,ELEC-1025,54,34.28,Received in full
PO-2025-01868,1,DRAIN-1158,112,78.25,Received in full
PO-2025-01868,2,DRAIN-1106,54,9.55,Received in full
PO-2025-01868,3,RENW-1031,8,2076.49,Received in full
PO-2025-01869,1,ELEC-1131,130,20.1,Part received
PO-2025-01869,2,HEAT-1082,14,205.83,Received in full
PO-2025-01870,1,VALV-1024,15,115.58,Received in full
