receipt_reference,line_number,purchase_order_number,purchase_order_line_number,warehouse_code,receipt_date,quantity_received,quantity_rejected
GRN-2025-03524,1,PO-2025-01457,2,DAV,2025-06-09,36,0
GRN-2025-03525,1,PO-2025-01458,1,DAV,2025-06-09,150,0
GRN-2025-03526,1,PO-2025-01465,1,DAV,2025-06-09,111,1
GRN-2025-03527,1,PO-2025-01489,1,DAV,2025-06-09,24,0
GRN-2025-03528,1,PO-2025-01491,1,LIV,2025-06-09,26,0
GRN-2025-03529,1,PO-2025-01491,2,LIV,2025-06-09,52,0
GRN-2025-03530,1,PO-2025-01491,3,LIV,2025-06-09,280,0
GRN-2025-03531,1,PO-2025-01278,4,WAR,2025-06-10,2040,39
GRN-2025-03532,1,PO-2025-01444,2,DAV,2025-06-10,6,0
GRN-2025-03533,1,PO-2025-01448,2,DAV,2025-06-10,23,0
GRN-2025-03534,1,PO-2025-01474,1,DAV,2025-06-10,3,0
GRN-2025-03535,1,PO-2025-01492,1,DAV,2025-06-10,3,0
GRN-2025-03536,1,PO-2025-01493,1,WAR,2025-06-10,170,1
GRN-2025-03537,1,PO-2025-01293,4,DAV,2025-06-11,407,8
GRN-2025-03538,1,PO-2025-01403,1,DAV,2025-06-11,10,0
GRN-2025-03539,1,PO-2025-01494,2,DAV,2025-06-11,26,0
GRN-2025-03540,1,PO-2025-01317,1,WAR,2025-06-12,302,6
GRN-2025-03541,1,PO-2025-01460,4,BRS,2025-06-12,3,0
GRN-2025-03542,1,PO-2025-01501,1,BRS,2025-06-12,13,0
GRN-2025-03543,1,PO-2025-01325,2,DAV,2025-06-13,80,1
GRN-2025-03544,1,PO-2025-01447,1,LIV,2025-06-13,245,0
GRN-2025-03545,1,PO-2025-01473,1,LIV,2025-06-13,226,2
GRN-2025-03546,1,PO-2025-01473,2,LIV,2025-06-13,125,1
GRN-2025-03547,1,PO-2025-01499,1,DAV,2025-06-13,15,0
GRN-2025-03548,1,PO-2025-01499,2,DAV,2025-06-13,54,0
GRN-2025-03549,1,PO-2025-01499,3,DAV,2025-06-13,62,0
GRN-2025-03550,1,PO-2025-01500,1,DAV,2025-06-13,21,0
GRN-2025-03551,1,PO-2025-01500,2,DAV,2025-06-13,36,0
GRN-2025-03552,1,PO-2025-01500,3,DAV,2025-06-13,18,0
GRN-2025-03553,1,PO-2025-01501,2,BRS,2025-06-13,152,0
GRN-2025-03554,1,PO-2025-01501,3,BRS,2025-06-13,152,0
GRN-2025-03555,1,PO-2025-01502,1,BRS,2025-06-13,150,0
GRN-2025-03556,1,PO-2025-01199,1,LIV,2025-06-16,1324,26
GRN-2025-03557,1,PO-2025-01457,1,DAV,2025-06-16,4,0
GRN-2025-03558,1,PO-2025-01463,1,WAR,2025-06-16,38,0
GRN-2025-03559,1,PO-2025-01474,2,DAV,2025-06-16,6,0
GRN-2025-03560,1,PO-2025-01494,1,DAV,2025-06-16,18,0
GRN-2025-03561,1,PO-2025-01504,1,BRS,2025-06-16,66,0
GRN-2025-03562,1,PO-2025-01508,2,DAV,2025-06-16,54,0
GRN-2025-03563,1,PO-2025-01325,1,DAV,2025-06-17,303,5
GRN-2025-03564,1,PO-2025-01338,2,BRS,2025-06-17,2037,42
GRN-2025-03565,1,PO-2025-01479,1,BRS,2025-06-17,24,0
GRN-2025-03566,1,PO-2025-01492,1,DAV,2025-06-17,3,0
GRN-2025-03567,1,PO-2025-01505,1,WAR,2025-06-17,37,0
GRN-2025-03568,1,PO-2025-01505,2,WAR,2025-06-17,120,0
GRN-2025-03569,1,PO-2025-01506,1,BRS,2025-06-17,156,0
GRN-2025-03570,1,PO-2025-01508,1,DAV,2025-06-17,208,0
GRN-2025-03571,1,PO-2025-01243,2,BRS,2025-06-18,253,5
GRN-2025-03572,1,PO-2025-01285,1,LIV,2025-06-18,66,0
GRN-2025-03573,1,PO-2025-01413,4,DAV,2025-06-18,14,0
GRN-2025-03574,1,PO-2025-01472,1,WAR,2025-06-18,14,0
GRN-2025-03575,1,PO-2025-01485,1,WAR,2025-06-18,29,0
GRN-2025-03576,1,PO-2025-01500,3,DAV,2025-06-18,6,0
GRN-2025-03577,1,PO-2025-01508,3,DAV,2025-06-18,11,0
GRN-2025-03578,1,PO-2025-01516,2,DAV,2025-06-18,23,1
GRN-2025-03579,1,PO-2025-01517,1,DAV,2025-06-18,8,0
GRN-2025-03580,1,PO-2025-01338,1,BRS,2025-06-19,109,5
GRN-2025-03581,1,PO-2025-01464,1,DAV,2025-06-19,187,0
GRN-2025-03582,1,PO-2025-01482,4,DAV,2025-06-19,2,0
GRN-2025-03583,1,PO-2025-01488,1,DAV,2025-06-19,56,0
GRN-2025-03584,1,PO-2025-01488,2,DAV,2025-06-19,209,1
GRN-2025-03585,1,PO-2025-01488,3,DAV,2025-06-19,42,0
GRN-2025-03586,1,PO-2025-01490,1,DAV,2025-06-19,24,0
GRN-2025-03587,1,PO-2025-01510,1,DAV,2025-06-19,145,0
GRN-2025-03588,1,PO-2025-01510,2,DAV,2025-06-19,139,1
GRN-2025-03589,1,PO-2025-01510,3,DAV,2025-06-19,6,0
GRN-2025-03590,1,PO-2025-01510,4,DAV,2025-06-19,14,0
GRN-2025-03591,1,PO-2025-01513,1,WAR,2025-06-19,76,0
GRN-2025-03592,1,PO-2025-01515,1,BRS,2025-06-19,92,0
GRN-2025-03593,1,PO-2025-01444,4,DAV,2025-06-20,2,1
GRN-2025-03594,1,PO-2025-01518,1,WAR,2025-06-20,337,1
GRN-2025-03595,1,PO-2025-01518,2,WAR,2025-06-20,156,0
GRN-2025-03596,1,PO-2025-01519,1,WAR,2025-06-20,200,0
GRN-2025-03597,1,PO-2025-01521,1,BRS,2025-06-20,180,0
GRN-2025-03598,1,PO-2025-01289,2,BRS,2025-06-23,28,0
GRN-2025-03599,1,PO-2025-01351,1,DAV,2025-06-23,36,0
GRN-2025-03600,1,PO-2025-01351,2,DAV,2025-06-23,461,7
GRN-2025-03601,1,PO-2025-01353,1,LIV,2025-06-23,81,3
GRN-2025-03602,1,PO-2025-01353,2,LIV,2025-06-23,76,2
GRN-2025-03603,1,PO-2025-01456,1,BRS,2025-06-23,23,0
GRN-2025-03604,1,PO-2025-01461,1,DAV,2025-06-23,17,0
GRN-2025-03605,1,PO-2025-01490,2,DAV,2025-06-23,112,0
GRN-2025-03606,1,PO-2025-01523,1,DAV,2025-06-23,8,0
GRN-2025-03607,1,PO-2025-01523,2,DAV,2025-06-23,26,0
GRN-2025-03608,1,PO-2025-01524,1,DAV,2025-06-23,24,0
GRN-2025-03609,1,PO-2025-01524,2,DAV,2025-06-23,54,0
GRN-2025-03610,1,PO-2025-01525,1,WAR,2025-06-23,19,0
GRN-2025-03611,1,PO-2025-01526,1,WAR,2025-06-23,42,0
GRN-2025-03612,1,PO-2025-01526,2,WAR,2025-06-23,191,1
GRN-2025-03613,1,PO-2025-01527,1,BRS,2025-06-23,8,0
GRN-2025-03614,1,PO-2025-01527,2,BRS,2025-06-23,85,0
GRN-2025-03615,1,PO-2025-01527,3,BRS,2025-06-23,36,0
GRN-2025-03616,1,PO-2025-01529,1,DAV,2025-06-23,168,0
GRN-2025-03617,1,PO-2025-01301,1,WAR,2025-06-24,58,2
GRN-2025-03618,1,PO-2025-01507,1,LIV,2025-06-24,144,0
GRN-2025-03619,1,PO-2025-01511,3,WAR,2025-06-24,7,0
GRN-2025-03620,1,PO-2025-01530,1,LIV,2025-06-24,228,0
GRN-2025-03621,1,PO-2025-01483,1,DAV,2025-06-25,27,0
GRN-2025-03622,1,PO-2025-01525,2,WAR,2025-06-25,28,0
GRN-2025-03623,1,PO-2025-01359,1,WAR,2025-06-26,116,4
GRN-2025-03624,1,PO-2025-01359,2,WAR,2025-06-26,256,3
GRN-2025-03625,1,PO-2025-01359,3,WAR,2025-06-26,194,2
GRN-2025-03626,1,PO-2025-01359,4,WAR,2025-06-26,965,25
GRN-2025-03627,1,PO-2025-01483,3,DAV,2025-06-26,15,0
GRN-2025-03628,1,PO-2025-01483,4,DAV,2025-06-26,414,0
GRN-2025-03629,1,PO-2025-01533,1,WAR,2025-06-26,1661,3
GRN-2025-03630,1,PO-2025-01540,3,DAV,2025-06-26,36,0
GRN-2025-03631,1,PO-2025-01488,1,DAV,2025-06-27,29,0
GRN-2025-03632,1,PO-2025-01540,1,DAV,2025-06-27,6,0
GRN-2025-03633,1,PO-2025-01540,2,DAV,2025-06-27,8,0
GRN-2025-03634,1,PO-2025-01540,4,DAV,2025-06-27,9,0
GRN-2025-03635,1,PO-2025-01541,1,BRS,2025-06-27,60,0
GRN-2025-03636,1,PO-2025-01541,2,BRS,2025-06-27,36,0
GRN-2025-03637,1,PO-2025-01542,1,BRS,2025-06-27,24,0
GRN-2025-03638,1,PO-2025-01543,1,LIV,2025-06-27,204,0
GRN-2025-03639,1,PO-2025-01407,1,WAR,2025-06-30,193,5
GRN-2025-03640,1,PO-2025-01497,1,WAR,2025-06-30,11,0
GRN-2025-03641,1,PO-2025-01515,1,BRS,2025-06-30,58,0
GRN-2025-03642,1,PO-2025-01531,3,DAV,2025-06-30,111,1
GRN-2025-03643,1,PO-2025-01547,2,BRS,2025-06-30,48,0
GRN-2025-03644,1,PO-2025-01278,1,WAR,2025-07-01,2061,57
GRN-2025-03645,1,PO-2025-01365,1,BRS,2025-07-01,41,1
GRN-2025-03646,1,PO-2025-01365,2,BRS,2025-07-01,110,2
GRN-2025-03647,1,PO-2025-01372,1,LIV,2025-07-01,267,6
GRN-2025-03648,1,PO-2025-01390,1,DAV,2025-07-01,90,0
GRN-2025-03649,1,PO-2025-01497,2,WAR,2025-07-01,24,0
GRN-2025-03650,1,PO-2025-01511,1,WAR,2025-07-01,22,0
GRN-2025-03651,1,PO-2025-01511,2,WAR,2025-07-01,63,0
GRN-2025-03652,1,PO-2025-01512,1,WAR,2025-07-01,130,0
GRN-2025-03653,1,PO-2025-01512,2,WAR,2025-07-01,14,0
GRN-2025-03654,1,PO-2025-01544,1,WAR,2025-07-01,69,0
GRN-2025-03655,1,PO-2025-01545,1,BRS,2025-07-01,55,0
GRN-2025-03656,1,PO-2025-01547,1,BRS,2025-07-01,150,0
GRN-2025-03657,1,PO-2025-01550,1,WAR,2025-07-01,207,1
GRN-2025-03658,1,PO-2025-01325,2,DAV,2025-07-02,21,0
GRN-2025-03659,1,PO-2025-01390,4,DAV,2025-07-02,162,6
GRN-2025-03660,1,PO-2025-01483,2,DAV,2025-07-02,17,0
GRN-2025-03661,1,PO-2025-01498,1,BRS,2025-07-02,15,0
GRN-2025-03662,1,PO-2025-01516,1,DAV,2025-07-02,4,0
GRN-2025-03663,1,PO-2025-01520,1,BRS,2025-07-02,72,0
GRN-2025-03664,1,PO-2025-01548,1,DAV,2025-07-02,80,0
GRN-2025-03665,1,PO-2025-01548,2,DAV,2025-07-02,18,0
GRN-2025-03666,1,PO-2025-01548,3,DAV,2025-07-02,208,0
GRN-2025-03667,1,PO-2025-01548,4,DAV,2025-07-02,51,0
GRN-2025-03668,1,PO-2025-01549,1,WAR,2025-07-02,144,0
GRN-2025-03669,1,PO-2025-01550,2,WAR,2025-07-02,16,0
GRN-2025-03670,1,PO-2025-01551,1,BRS,2025-07-02,36,0
GRN-2025-03671,1,PO-2025-01365,3,BRS,2025-07-03,456,12
GRN-2025-03672,1,PO-2025-01374,2,DAV,2025-07-03,844,14
GRN-2025-03673,1,PO-2025-01484,1,WAR,2025-07-03,234,6
GRN-2025-03674,1,PO-2025-01527,2,BRS,2025-07-03,65,0
GRN-2025-03675,1,PO-2025-01553,1,BRS,2025-07-03,33,0
GRN-2025-03676,1,PO-2025-01358,1,WAR,2025-07-04,844,14
GRN-2025-03677,1,PO-2025-01494,2,DAV,2025-07-04,11,0
GRN-2025-03678,1,PO-2025-01535,1,BRS,2025-07-04,56,0
GRN-2025-03679,1,PO-2025-01554,1,DAV,2025-07-04,8,0
GRN-2025-03680,1,PO-2025-01554,2,DAV,2025-07-04,150,0
GRN-2025-03681,1,PO-2025-01554,3,DAV,2025-07-04,15,0
GRN-2025-03682,1,PO-2025-01555,1,WAR,2025-07-04,151,1
GRN-2025-03683,1,PO-2025-01555,2,WAR,2025-07-04,45,0
GRN-2025-03684,1,PO-2025-01290,2,LIV,2025-07-07,142,5
GRN-2025-03685,1,PO-2025-01374,1,DAV,2025-07-07,163,5
GRN-2025-03686,1,PO-2025-01390,2,DAV,2025-07-07,75,2
GRN-2025-03687,1,PO-2025-01390,3,DAV,2025-07-07,36,0
GRN-2025-03688,1,PO-2025-01516,4,DAV,2025-07-07,42,0
GRN-2025-03689,1,PO-2025-01531,1,DAV,2025-07-07,45,1
GRN-2025-03690,1,PO-2025-01531,2,DAV,2025-07-07,60,0
GRN-2025-03691,1,PO-2025-01531,4,DAV,2025-07-07,4,0
GRN-2025-03692,1,PO-2025-01483,2,DAV,2025-07-08,7,0
GRN-2025-03693,1,PO-2025-01534,1,BRS,2025-07-08,24,0
GRN-2025-03694,1,PO-2025-01537,1,DAV,2025-07-08,42,0
GRN-2025-03695,1,PO-2025-01558,1,DAV,2025-07-08,21,0
GRN-2025-03696,1,PO-2025-01558,2,DAV,2025-07-08,25,0
GRN-2025-03697,1,PO-2025-01558,3,DAV,2025-07-08,19,0
GRN-2025-03698,1,PO-2025-01558,4,DAV,2025-07-08,14,0
GRN-2025-03699,1,PO-2025-01560,1,WAR,2025-07-08,125,0
GRN-2025-03700,1,PO-2025-01561,1,LIV,2025-07-08,190,0
GRN-2025-03701,1,PO-2025-01511,2,WAR,2025-07-09,27,1
GRN-2025-03702,1,PO-2025-01516,3,DAV,2025-07-09,24,0
GRN-2025-03703,1,PO-2025-01536,1,DAV,2025-07-09,6,0
GRN-2025-03704,1,PO-2025-01536,2,DAV,2025-07-09,58,0
GRN-2025-03705,1,PO-2025-01536,3,DAV,2025-07-09,12,0
GRN-2025-03706,1,PO-2025-01538,1,DAV,2025-07-09,179,1
GRN-2025-03707,1,PO-2025-01539,1,DAV,2025-07-09,179,1
GRN-2025-03708,1,PO-2025-01562,1,DAV,2025-07-09,4,0
GRN-2025-03709,1,PO-2025-01562,2,DAV,2025-07-09,54,0
GRN-2025-03710,1,PO-2025-01562,3,DAV,2025-07-09,28,1
GRN-2025-03711,1,PO-2025-01522,1,BRS,2025-07-10,11,0
GRN-2025-03712,1,PO-2025-01565,1,DAV,2025-07-10,16,0
GRN-2025-03713,1,PO-2025-01565,2,DAV,2025-07-10,36,0
GRN-2025-03714,1,PO-2025-01565,3,DAV,2025-07-10,6,0
GRN-2025-03715,1,PO-2025-01565,4,DAV,2025-07-10,52,1
GRN-2025-03716,1,PO-2025-01566,1,BRS,2025-07-10,767,1
GRN-2025-03717,1,PO-2025-01567,1,BRS,2025-07-10,9,0
GRN-2025-03718,1,PO-2025-01567,2,BRS,2025-07-10,13,0
GRN-2025-03719,1,PO-2025-01567,3,BRS,2025-07-10,7,0
GRN-2025-03720,1,PO-2025-01510,4,DAV,2025-07-11,5,0
GRN-2025-03721,1,PO-2025-01538,2,DAV,2025-07-11,35,0
GRN-2025-03722,1,PO-2025-01538,3,DAV,2025-07-11,2,1
GRN-2025-03723,1,PO-2025-01546,1,BRS,2025-07-11,38,0
GRN-2025-03724,1,PO-2025-01546,2,BRS,2025-07-11,10,0
GRN-2025-03725,1,PO-2025-01571,1,WAR,2025-07-11,21,0
GRN-2025-03726,1,PO-2025-01571,2,WAR,2025-07-11,166,2
GRN-2025-03727,1,PO-2025-01571,3,WAR,2025-07-11,192,0
GRN-2025-03728,1,PO-2025-01573,1,DAV,2025-07-11,18,0
GRN-2025-03729,1,PO-2025-01573,2,DAV,2025-07-11,8,0
GRN-2025-03730,1,PO-2025-01390,1,DAV,2025-07-14,69,1
GRN-2025-03731,1,PO-2025-01528,1,DAV,2025-07-14,55,0
GRN-2025-03732,1,PO-2025-01528,2,DAV,2025-07-14,13,0
GRN-2025-03733,1,PO-2025-01528,3,DAV,2025-07-14,43,0
GRN-2025-03734,1,PO-2025-01528,4,DAV,2025-07-14,17,0
GRN-2025-03735,1,PO-2025-01536,2,DAV,2025-07-14,32,0
GRN-2025-03736,1,PO-2025-01573,3,DAV,2025-07-14,24,0
GRN-2025-03737,1,PO-2025-01575,1,DAV,2025-07-14,81,0
GRN-2025-03738,1,PO-2025-01575,2,DAV,2025-07-14,6,0
GRN-2025-03739,1,PO-2025-01575,3,DAV,2025-07-14,15,0
GRN-2025-03740,1,PO-2025-01419,3,DAV,2025-07-15,89,1
GRN-2025-03741,1,PO-2025-01497,1,WAR,2025-07-15,9,0
GRN-2025-03742,1,PO-2025-01552,1,DAV,2025-07-15,150,0
GRN-2025-03743,1,PO-2025-01552,2,DAV,2025-07-15,9,0
GRN-2025-03744,1,PO-2025-01579,1,WAR,2025-07-15,55,0
GRN-2025-03745,1,PO-2025-01579,2,WAR,2025-07-15,28,0
GRN-2025-03746,1,PO-2025-01583,2,WAR,2025-07-15,35,1
GRN-2025-03747,1,PO-2025-01420,2,LIV,2025-07-16,978,12
GRN-2025-03748,1,PO-2025-01539,2,DAV,2025-07-16,789,6
GRN-2025-03749,1,PO-2025-01550,2,WAR,2025-07-16,9,0
GRN-2025-03750,1,PO-2025-01583,1,WAR,2025-07-16,596,4
GRN-2025-03751,1,PO-2025-01584,1,BRS,2025-07-16,204,0
GRN-2025-03752,1,PO-2025-01584,2,BRS,2025-07-16,36,0
GRN-2025-03753,1,PO-2025-01584,3,BRS,2025-07-16,5,0
GRN-2025-03754,1,PO-2025-01522,1,BRS,2025-07-17,6,0
GRN-2025-03755,1,PO-2025-01579,3,WAR,2025-07-17,106,0
GRN-2025-03756,1,PO-2025-01585,1,DAV,2025-07-17,54,0
GRN-2025-03757,1,PO-2025-01586,1,WAR,2025-07-17,130,0
GRN-2025-03758,1,PO-2025-01419,2,DAV,2025-07-18,89,1
GRN-2025-03759,1,PO-2025-01559,1,DAV,2025-07-18,26,0
GRN-2025-03760,1,PO-2025-01559,2,DAV,2025-07-18,112,0
GRN-2025-03761,1,PO-2025-01563,2,DAV,2025-07-18,19,0
GRN-2025-03762,1,PO-2025-01572,1,BRS,2025-07-18,24,0
GRN-2025-03763,1,PO-2025-01589,1,LIV,2025-07-18,100,0
GRN-2025-03764,1,PO-2025-01591,1,DAV,2025-07-18,1979,5
GRN-2025-03765,1,PO-2025-01353,3,LIV,2025-07-21,141,3
GRN-2025-03766,1,PO-2025-01557,1,WAR,2025-07-21,38,0
GRN-2025-03767,1,PO-2025-01563,1,DAV,2025-07-21,15,0
GRN-2025-03768,1,PO-2025-01574,1,DAV,2025-07-21,26,0
GRN-2025-03769,1,PO-2025-01591,2,DAV,2025-07-21,64,0
GRN-2025-03770,1,PO-2025-01592,1,WAR,2025-07-21,117,0
GRN-2025-03771,1,PO-2025-01599,3,DAV,2025-07-21,9,0
GRN-2025-03772,1,PO-2025-01469,1,BRS,2025-07-22,47,1
GRN-2025-03773,1,PO-2025-01516,4,DAV,2025-07-22,12,0
GRN-2025-03774,1,PO-2025-01574,2,DAV,2025-07-22,23,1
GRN-2025-03775,1,PO-2025-01595,1,DAV,2025-07-22,21,0
GRN-2025-03776,1,PO-2025-01595,2,DAV,2025-07-22,24,0
GRN-2025-03777,1,PO-2025-01596,1,WAR,2025-07-22,21,0
GRN-2025-03778,1,PO-2025-01596,2,WAR,2025-07-22,168,0
GRN-2025-03779,1,PO-2025-01516,1,DAV,2025-07-23,2,0
GRN-2025-03780,1,PO-2025-01528,4,DAV,2025-07-23,10,0
GRN-2025-03781,1,PO-2025-01572,2,BRS,2025-07-23,24,0
GRN-2025-03782,1,PO-2025-01601,1,DAV,2025-07-23,21,0
GRN-2025-03783,1,PO-2025-01601,3,DAV,2025-07-23,7,0
GRN-2025-03784,1,PO-2025-01602,1,WAR,2025-07-23,208,0
GRN-2025-03785,1,PO-2025-01556,1,BRS,2025-07-24,10,1
GRN-2025-03786,1,PO-2025-01568,1,BRS,2025-07-24,5,0
GRN-2025-03787,1,PO-2025-01574,3,DAV,2025-07-24,670,2
GRN-2025-03788,1,PO-2025-01579,3,WAR,2025-07-24,44,0
GRN-2025-03789,1,PO-2025-01605,1,BRS,2025-07-24,156,0
GRN-2025-03790,1,PO-2025-01605,2,BRS,2025-07-24,36,0
GRN-2025-03791,1,PO-2025-01531,4,DAV,2025-07-25,2,0
GRN-2025-03792,1,PO-2025-01584,3,BRS,2025-07-25,3,0
GRN-2025-03793,1,PO-2025-01592,1,WAR,2025-07-25,65,0
GRN-2025-03794,1,PO-2025-01601,2,DAV,2025-07-25,4,0
GRN-2025-03795,1,PO-2025-01608,2,DAV,2025-07-25,12,0
GRN-2025-03796,1,PO-2025-01610,1,WAR,2025-07-25,336,2
GRN-2025-03797,1,PO-2025-01614,2,DAV,2025-07-25,507,3
GRN-2025-03798,1,PO-2025-01442,1,LIV,2025-07-28,1112,28
GRN-2025-03799,1,PO-2025-01442,2,LIV,2025-07-28,461,7
GRN-2025-03800,1,PO-2025-01462,1,WAR,2025-07-28,394,14
GRN-2025-03801,1,PO-2025-01565,1,DAV,2025-07-28,10,0
GRN-2025-03802,1,PO-2025-01582,1,LIV,2025-07-28,101,1
GRN-2025-03803,1,PO-2025-01611,1,DAV,2025-07-28,3,0
GRN-2025-03804,1,PO-2025-01611,2,DAV,2025-07-28,168,0
GRN-2025-03805,1,PO-2025-01612,1,DAV,2025-07-28,4,0
GRN-2025-03806,1,PO-2025-01612,2,DAV,2025-07-28,9,0
GRN-2025-03807,1,PO-2025-01614,1,DAV,2025-07-28,54,0
GRN-2025-03808,1,PO-2025-01614,3,DAV,2025-07-28,17,0
GRN-2025-03809,1,PO-2025-01614,4,DAV,2025-07-28,3,0
GRN-2025-03810,1,PO-2025-01616,1,WAR,2025-07-28,403,2
GRN-2025-03811,1,PO-2025-01618,2,BRS,2025-07-28,5,0
GRN-2025-03812,1,PO-2025-01419,1,DAV,2025-07-29,70,2
GRN-2025-03813,1,PO-2025-01528,2,DAV,2025-07-29,8,0
GRN-2025-03814,1,PO-2025-01546,1,BRS,2025-07-29,17,0
GRN-2025-03815,1,PO-2025-01596,1,WAR,2025-07-29,16,0
GRN-2025-03816,1,PO-2025-01622,1,BRS,2025-07-29,54,1
GRN-2025-03817,1,PO-2025-01622,2,BRS,2025-07-29,16,0
GRN-2025-03818,1,PO-2025-01623,1,BRS,2025-07-29,33,0
GRN-2025-03819,1,PO-2025-01624,2,LIV,2025-07-29,151,1
GRN-2025-03820,1,PO-2025-01484,2,WAR,2025-07-30,251,7
GRN-2025-03821,1,PO-2025-01569,1,BRS,2025-07-30,15,0
GRN-2025-03822,1,PO-2025-01576,1,WAR,2025-07-30,19,0
GRN-2025-03823,1,PO-2025-01588,1,DAV,2025-07-30,4,0
GRN-2025-03824,1,PO-2025-01588,2,DAV,2025-07-30,8,0
GRN-2025-03825,1,PO-2025-01604,2,WAR,2025-07-30,90,1
GRN-2025-03826,1,PO-2025-01609,2,DAV,2025-07-30,84,1
GRN-2025-03827,1,PO-2025-01609,4,DAV,2025-07-30,70,0
GRN-2025-03828,1,PO-2025-01618,1,BRS,2025-07-30,372,0
GRN-2025-03829,1,PO-2025-01627,1,WAR,2025-07-30,27,0
GRN-2025-03830,1,PO-2025-01627,2,WAR,2025-07-30,423,2
GRN-2025-03831,1,PO-2025-01628,1,WAR,2025-07-30,36,0
GRN-2025-03832,1,PO-2025-01453,1,WAR,2025-07-31,140,4
GRN-2025-03833,1,PO-2025-01453,2,WAR,2025-07-31,222,2
GRN-2025-03834,1,PO-2025-01453,3,WAR,2025-07-31,89,1
GRN-2025-03835,1,PO-2025-01592,2,WAR,2025-07-31,60,0
GRN-2025-03836,1,PO-2025-01592,3,WAR,2025-07-31,16,0
GRN-2025-03837,1,PO-2025-01631,1,WAR,2025-07-31,149,1
GRN-2025-03838,1,PO-2025-01631,2,WAR,2025-07-31,144,0
GRN-2025-03839,1,PO-2025-01576,2,WAR,2025-08-01,24,0
GRN-2025-03840,1,PO-2025-01576,3,WAR,2025-08-01,32,0
GRN-2025-03841,1,PO-2025-01576,4,WAR,2025-08-01,20,0
GRN-2025-03842,1,PO-2025-01597,1,BRS,2025-08-01,9,0
GRN-2025-03843,1,PO-2025-01622,2,BRS,2025-08-01,8,0
GRN-2025-03844,1,PO-2025-01632,1,BRS,2025-08-01,36,0
GRN-2025-03845,1,PO-2025-01632,2,BRS,2025-08-01,15,0
GRN-2025-03846,1,PO-2025-01420,1,LIV,2025-08-04,233,5
GRN-2025-03847,1,PO-2025-01420,3,LIV,2025-08-04,178,4
GRN-2025-03848,1,PO-2025-01579,2,WAR,2025-08-04,8,0
GRN-2025-03849,1,PO-2025-01599,1,DAV,2025-08-04,54,0
GRN-2025-03850,1,PO-2025-01599,2,DAV,2025-08-04,24,0
GRN-2025-03851,1,PO-2025-01600,1,DAV,2025-08-04,90,0
GRN-2025-03852,1,PO-2025-01608,3,DAV,2025-08-04,7,0
GRN-2025-03853,1,PO-2025-01624,1,LIV,2025-08-04,272,0
GRN-2025-03854,1,PO-2025-01634,2,BRS,2025-08-04,150,0
GRN-2025-03855,1,PO-2025-01462,2,WAR,2025-08-05,278,10
GRN-2025-03856,1,PO-2025-01604,1,WAR,2025-08-05,155,1
GRN-2025-03857,1,PO-2025-01619,2,BRS,2025-08-05,96,2
GRN-2025-03858,1,PO-2025-01627,1,WAR,2025-08-05,13,0
GRN-2025-03859,1,PO-2025-01634,1,BRS,2025-08-05,18,0
GRN-2025-03860,1,PO-2025-01601,2,DAV,2025-08-06,3,0
GRN-2025-03861,1,PO-2025-01608,1,DAV,2025-08-06,5,1
GRN-2025-03862,1,PO-2025-01608,4,DAV,2025-08-06,3,0
GRN-2025-03863,1,PO-2025-01609,1,DAV,2025-08-06,28,0
GRN-2025-03864,1,PO-2025-01609,3,DAV,2025-08-06,8,0
GRN-2025-03865,1,PO-2025-01495,4,DAV,2025-08-07,76,2
GRN-2025-03866,1,PO-2025-01606,1,LIV,2025-08-07,20,0
GRN-2025-03867,1,PO-2025-01613,1,DAV,2025-08-07,53,1
GRN-2025-03868,1,PO-2025-01613,2,DAV,2025-08-07,59,1
GRN-2025-03869,1,PO-2025-01615,1,DAV,2025-08-07,26,0
GRN-2025-03870,1,PO-2025-01615,2,DAV,2025-08-07,7,0
GRN-2025-03871,1,PO-2025-01617,1,WAR,2025-08-07,129,1
GRN-2025-03872,1,PO-2025-01619,1,BRS,2025-08-07,10,0
GRN-2025-03873,1,PO-2025-01636,1,DAV,2025-08-07,6,0
GRN-2025-03874,1,PO-2025-01644,1,DAV,2025-08-07,6,0
GRN-2025-03875,1,PO-2025-01455,1,LIV,2025-08-08,260,4
GRN-2025-03876,1,PO-2025-01621,1,WAR,2025-08-08,104,0
GRN-2025-03877,1,PO-2025-01639,1,LIV,2025-08-08,26,0
GRN-2025-03878,1,PO-2025-01640,3,BRS,2025-08-08,7,1
GRN-2025-03879,1,PO-2025-01476,1,DAV,2025-08-11,772,19
GRN-2025-03880,1,PO-2025-01476,2,DAV,2025-08-11,112,3
GRN-2025-03881,1,PO-2025-01598,2,BRS,2025-08-11,15,0
GRN-2025-03882,1,PO-2025-01603,2,DAV,2025-08-11,15,0
GRN-2025-03883,1,PO-2025-01626,1,DAV,2025-08-11,24,0
GRN-2025-03884,1,PO-2025-01639,2,LIV,2025-08-11,52,0
GRN-2025-03885,1,PO-2025-01640,1,BRS,2025-08-11,13,0
GRN-2025-03886,1,PO-2025-01640,2,BRS,2025-08-11,152,0
GRN-2025-03887,1,PO-2025-01641,3,DAV,2025-08-11,7,0
GRN-2025-03888,1,PO-2025-01486,2,BRS,2025-08-12,65,1
GRN-2025-03889,1,PO-2025-01556,1,BRS,2025-08-12,6,0
