movement_id,sku,warehouse_code,movement_date,movement_type,quantity,unit_cost_gbp,source_document
31842,VALV-1102,DAV,2025-08-13,Goods receipt,84,49.13,PO-2025-01481
31843,HEAT-1203,BRS,2025-08-13,Goods receipt,29,476.73,PO-2025-01486
31844,DRAIN-1106,LIV,2025-08-13,Goods receipt,131,7.51,PO-2025-01487
31845,TOOL-1071,LIV,2025-08-13,Goods receipt,356,2.74,PO-2025-01487
31846,PIPE-1101,DAV,2025-08-13,Goods receipt,658,1.42,PO-2025-01503
31847,VALV-1080,DAV,2025-08-13,Goods receipt,12,130.04,PO-2025-01603
31848,ELEC-1049,DAV,2025-08-13,Goods receipt,362,34.96,PO-2025-01646
31849,PIPE-1029,BRS,2025-08-13,Goods receipt,180,4.31,PO-2025-01647
31850,ELEC-1197,WAR,2025-08-13,Goods receipt,59,62.0,PO-2025-01650
31851,TOOL-1021,LIV,2025-08-13,Sales issue,-9,1.37,SO-2025-07958
31852,DRAIN-1106,LIV,2025-08-13,Sales issue,-11,7.51,SO-2025-07958
31853,RENW-1100,LIV,2025-08-13,Sales issue,-2,656.83,SO-2025-07958
31854,PIPE-1109,LIV,2025-08-13,Sales issue,-35,2.82,SO-2025-07958
31855,VENT-1019,LIV,2025-08-13,Sales issue,-2,42.68,SO-2025-07958
31856,PIPE-1029,WAR,2025-08-13,Sales issue,-114,4.36,SO-2025-07975
31857,RENW-1095,DAV,2025-08-13,Sales issue,-2,2113.19,SO-2025-07991
31858,PIPE-1004,DAV,2025-08-13,Sales issue,-39,1.62,SO-2025-07991
31859,VENT-1103,DAV,2025-08-13,Sales issue,-2,180.77,SO-2025-07991
31860,ELEC-1107,LIV,2025-08-13,Sales issue,-155,2.44,SO-2025-08001
31861,PIPE-1101,DAV,2025-08-13,Sales issue,-16,1.42,SO-2025-08003
31862,RENW-1152,DAV,2025-08-13,Sales issue,-1,1917.95,SO-2025-08003
31863,ELEC-1008,DAV,2025-08-13,Sales issue,-37,3.54,SO-2025-08003
31864,TOOL-1087,DAV,2025-08-13,Sales issue,-12,2.44,SO-2025-08003
31865,PIPE-1150,DAV,2025-08-13,Sales issue,-25,0.29,SO-2025-08004
31866,VENT-1084,DAV,2025-08-13,Sales issue,-2,39.45,SO-2025-08004
31867,PIPE-1168,DAV,2025-08-13,Sales issue,-18,0.7,SO-2025-08004
31868,VENT-1019,WAR,2025-08-13,Sales issue,-2,42.72,SO-2025-08008
31869,PIPE-1119,WAR,2025-08-13,Sales issue,-61,6.88,SO-2025-08008
31870,TOOL-1128,WAR,2025-08-13,Sales issue,-20,2.85,SO-2025-08009
31871,VENT-1119,WAR,2025-08-13,Sales issue,-3,625.36,SO-2025-08009
31872,TOOL-1018,WAR,2025-08-13,Sales issue,-23,1.12,SO-2025-08009
31873,TOOL-1128,WAR,2025-08-13,Sales issue,-4,2.85,SO-2025-08010
31874,TOOL-1087,WAR,2025-08-13,Sales issue,-17,2.55,SO-2025-08010
31875,VALV-1091,BRS,2025-08-13,Sales issue,-2,52.07,SO-2025-08011
31876,TOOL-1071,BRS,2025-08-13,Sales issue,-16,2.74,SO-2025-08011
31877,VENT-1119,BRS,2025-08-13,Sales issue,-4,636.97,SO-2025-08011
31878,PIPE-1025,BRS,2025-08-13,Sales issue,-89,1.77,SO-2025-08011
31879,TOOL-1149,BRS,2025-08-13,Sales issue,-9,2.44,SO-2025-08011
31880,ELEC-1217,BRS,2025-08-13,Sales issue,-15,102.85,SO-2025-08011
31881,PIPE-1061,BRS,2025-08-13,Sales issue,-63,1.55,SO-2025-08011
31882,RENW-1087,BRS,2025-08-13,Sales issue,-1,989.81,SO-2025-08011
31883,PIPE-1029,LIV,2025-08-13,Sales issue,-57,4.31,SO-2025-08013
31884,TOOL-1067,LIV,2025-08-13,Sales issue,-10,6.92,SO-2025-08013
31885,VENT-1084,LIV,2025-08-13,Sales issue,-4,30.88,SO-2025-08013
31886,ELEC-1184,LIV,2025-08-13,Sales issue,-17,79.82,SO-2025-08013
31887,ELEC-1204,LIV,2025-08-13,Sales issue,-13,17.46,SO-2025-08013
31888,ELEC-1214,LIV,2025-08-13,Sales issue,-29,1.4,SO-2025-08014
31889,TOOL-1092,LIV,2025-08-13,Sales issue,-6,24.86,SO-2025-08014
31890,RENW-1100,LIV,2025-08-13,Sales issue,-3,656.83,SO-2025-08015
31891,PIPE-1038,LIV,2025-08-13,Sales issue,-21,1.08,SO-2025-08015
31892,ELEC-1088,DAV,2025-08-13,Write-off,-1,12.47,WOFF-DAV-2025-08-13
31893,VENT-1095,WAR,2025-08-13,Write-off,-1,144.8,WOFF-WAR-2025-08-13
31894,PIPE-1119,BRS,2025-08-13,Write-off,-29,5.23,WOFF-BRS-2025-08-13
31895,ELEC-1049,LIV,2025-08-13,Write-off,-1,28.07,WOFF-LIV-2025-08-13
31896,HEAT-1200,WAR,2025-08-14,Goods receipt,6,942.32,PO-2025-01633
31897,RENW-1192,DAV,2025-08-14,Goods receipt,8,1377.1,PO-2025-01648
31898,PIPE-1004,DAV,2025-08-14,Goods receipt,248,1.81,PO-2025-01648
31899,VENT-1176,DAV,2025-08-14,Goods receipt,6,51.03,PO-2025-01648
31900,VENT-1185,DAV,2025-08-14,Goods receipt,6,76.67,PO-2025-01648
31901,VALV-1007,WAR,2025-08-14,Goods receipt,25,13.74,PO-2025-01650
31902,PIPE-1201,BRS,2025-08-14,Goods receipt,766,11.67,PO-2025-01652
31903,ELEC-1204,BRS,2025-08-14,Goods receipt,60,17.45,PO-2025-01652
31904,ELEC-1008,DAV,2025-08-14,Sales issue,-11,3.54,SO-2025-07970
31905,VENT-1019,BRS,2025-08-14,Sales issue,-3,57.4,SO-2025-07981
31906,VALV-1084,BRS,2025-08-14,Sales issue,-3,81.8,SO-2025-07981
31907,ELEC-1143,BRS,2025-08-14,Sales issue,-8,16.28,SO-2025-07981
31908,PIPE-1029,DAV,2025-08-14,Sales issue,-31,4.38,SO-2025-07989
31909,RENW-1212,DAV,2025-08-14,Sales issue,-3,1975.84,SO-2025-07989
31910,VALV-1102,DAV,2025-08-14,Sales issue,-2,49.13,SO-2025-07989
31911,ELEC-1049,DAV,2025-08-14,Sales issue,-13,34.96,SO-2025-07989
31912,TOOL-1071,DAV,2025-08-14,Sales issue,-10,2.76,SO-2025-07989
31913,PIPE-1189,DAV,2025-08-14,Sales issue,-74,1.02,SO-2025-07993
31914,RENW-1105,DAV,2025-08-14,Sales issue,-2,2672.52,SO-2025-07993
31915,ELEC-1217,DAV,2025-08-14,Sales issue,-26,103.29,SO-2025-08005
31916,TOOL-1051,DAV,2025-08-14,Sales issue,-8,0.82,SO-2025-08006
31917,DRAIN-1016,DAV,2025-08-14,Sales issue,-10,82.27,SO-2025-08006
31918,TOOL-1128,DAV,2025-08-14,Sales issue,-17,2.9,SO-2025-08006
31919,DRAIN-1084,DAV,2025-08-14,Sales issue,-15,7.49,SO-2025-08006
31920,ELEC-1131,DAV,2025-08-14,Sales issue,-15,19.69,SO-2025-08016
31921,ELEC-1107,DAV,2025-08-14,Sales issue,-36,2.42,SO-2025-08016
31922,DRAIN-1005,DAV,2025-08-14,Sales issue,-8,6.21,SO-2025-08016
31923,HEAT-1082,DAV,2025-08-14,Sales issue,-1,207.46,SO-2025-08017
31924,PIPE-1201,DAV,2025-08-14,Sales issue,-60,11.66,SO-2025-08017
31925,PIPE-1175,DAV,2025-08-14,Sales issue,-19,0.28,SO-2025-08017
31926,PIPE-1201,DAV,2025-08-14,Sales issue,-50,11.66,SO-2025-08018
31927,TOOL-1128,DAV,2025-08-14,Sales issue,-13,2.9,SO-2025-08018
31928,PIPE-1101,DAV,2025-08-14,Sales issue,-139,1.42,SO-2025-08018
31929,TOOL-1051,DAV,2025-08-14,Sales issue,-14,0.82,SO-2025-08018
31930,VENT-1002,DAV,2025-08-14,Sales issue,-2,58.46,SO-2025-08018
31931,VALV-1113,DAV,2025-08-14,Sales issue,-2,8.97,SO-2025-08018
31932,RENW-1031,DAV,2025-08-14,Sales issue,-1,2071.6,SO-2025-08018
31933,RENW-1000,DAV,2025-08-14,Sales issue,-1,1685.9,SO-2025-08019
31934,ELEC-1214,DAV,2025-08-14,Sales issue,-20,1.4,SO-2025-08019
31935,ELEC-1008,DAV,2025-08-14,Sales issue,-16,3.54,SO-2025-08019
31936,TOOL-1128,DAV,2025-08-14,Sales issue,-7,2.9,SO-2025-08019
31937,VENT-1075,DAV,2025-08-14,Sales issue,-3,176.78,SO-2025-08019
31938,PIPE-1025,DAV,2025-08-14,Sales issue,-46,2.11,SO-2025-08019
31939,PIPE-1044,DAV,2025-08-14,Sales issue,-26,12.63,SO-2025-08019
31940,DRAIN-1047,DAV,2025-08-14,Sales issue,-3,170.63,SO-2025-08021
31941,VENT-1019,DAV,2025-08-14,Sales issue,-2,57.4,SO-2025-08023
31942,PIPE-1064,DAV,2025-08-14,Sales issue,-51,8.16,SO-2025-08023
31943,ELEC-1049,DAV,2025-08-14,Sales issue,-30,34.96,SO-2025-08023
31944,TOOL-1128,WAR,2025-08-14,Sales issue,-7,2.85,SO-2025-08024
31945,PIPE-1189,WAR,2025-08-14,Sales issue,-69,1.1,SO-2025-08025
31946,RENW-1087,WAR,2025-08-14,Sales issue,-2,1191.42,SO-2025-08025
31947,DRAIN-1047,WAR,2025-08-14,Sales issue,-17,172.64,SO-2025-08025
31948,PIPE-1119,WAR,2025-08-14,Sales issue,-46,6.88,SO-2025-08025
31949,PIPE-1025,WAR,2025-08-14,Sales issue,-51,1.82,SO-2025-08025
31950,ELEC-1008,WAR,2025-08-14,Sales issue,-13,4.42,SO-2025-08026
31951,PIPE-1061,WAR,2025-08-14,Sales issue,-98,1.66,SO-2025-08026
31952,VALV-1007,WAR,2025-08-14,Sales issue,-5,13.74,SO-2025-08026
31953,TOOL-1018,WAR,2025-08-14,Sales issue,-13,1.12,SO-2025-08026
31954,RENW-1100,WAR,2025-08-14,Sales issue,-1,653.27,SO-2025-08026
31955,PIPE-1201,WAR,2025-08-14,Sales issue,-42,11.19,SO-2025-08026
31956,ELEC-1134,WAR,2025-08-14,Sales issue,-10,86.93,SO-2025-08026
31957,ELEC-1094,WAR,2025-08-14,Sales issue,-14,2.28,SO-2025-08027
31958,HEAT-1082,WAR,2025-08-14,Sales issue,-1,207.21,SO-2025-08027
31959,PIPE-1168,WAR,2025-08-14,Sales issue,-50,0.7,SO-2025-08027
31960,TOOL-1219,WAR,2025-08-14,Sales issue,-15,1.01,SO-2025-08027
31961,RENW-1087,WAR,2025-08-14,Sales issue,-1,1191.42,SO-2025-08027
31962,PIPE-1201,WAR,2025-08-14,Sales issue,-43,11.19,SO-2025-08027
31963,RENW-1100,WAR,2025-08-14,Sales issue,-2,653.27,SO-2025-08027
31964,ELEC-1134,WAR,2025-08-14,Sales issue,-40,86.93,SO-2025-08027
31965,HEAT-1130,BRS,2025-08-14,Sales issue,-2,763.08,SO-2025-08029
31966,TOOL-1128,BRS,2025-08-14,Sales issue,-15,2.96,SO-2025-08029
31967,ELEC-1204,BRS,2025-08-14,Sales issue,-35,17.45,SO-2025-08029
31968,VENT-1084,BRS,2025-08-14,Sales issue,-3,31.01,SO-2025-08029
31969,ELEC-1217,BRS,2025-08-14,Sales issue,-13,102.85,SO-2025-08029
31970,TOOL-1219,BRS,2025-08-14,Sales issue,-18,0.87,SO-2025-08031
31971,ELEC-1134,BRS,2025-08-14,Sales issue,-18,87.1,SO-2025-08031
31972,PIPE-1025,BRS,2025-08-14,Sales issue,-26,1.77,SO-2025-08031
31973,PIPE-1201,BRS,2025-08-14,Sales issue,-112,11.67,SO-2025-08031
31974,VALV-1121,BRS,2025-08-14,Sales issue,-2,82.52,SO-2025-08031
31975,VALV-1084,BRS,2025-08-14,Sales issue,-12,81.8,SO-2025-08031
31976,PIPE-1201,LIV,2025-08-14,Sales issue,-106,9.69,SO-2025-08033
31977,ELEC-1107,LIV,2025-08-14,Sales issue,-15,2.44,SO-2025-08033
31978,TOOL-1077,LIV,2025-08-14,Sales issue,-12,2.55,SO-2025-08033
31979,DRAIN-1179,LIV,2025-08-14,Sales issue,-5,102.85,SO-2025-08034
31980,TOOL-1137,LIV,2025-08-14,Sales issue,-18,21.53,SO-2025-08034
31981,PIPE-1201,LIV,2025-08-14,Sales issue,-41,9.69,SO-2025-08034
31982,PIPE-1168,DAV,2025-08-14,Transfer out,-684,0.7,TRF-2025-0322
31983,PIPE-1168,LIV,2025-08-14,Transfer in,684,0.7,TRF-2025-0322
31984,DRAIN-1179,DAV,2025-08-14,Stock adjustment,-15,103.59,COUNT-DAV-2025-08-14
31985,VENT-1158,DAV,2025-08-14,Stock adjustment,1,113.94,COUNT-DAV-2025-08-14
31986,RENW-1000,DAV,2025-08-14,Stock adjustment,-1,1685.9,COUNT-DAV-2025-08-14
31987,HEAT-1124,DAV,2025-08-14,Stock adjustment,1,653.43,COUNT-DAV-2025-08-14
31988,PIPE-1025,DAV,2025-08-14,Stock adjustment,21,2.11,COUNT-DAV-2025-08-14
31989,DRAIN-1122,DAV,2025-08-14,Stock adjustment,-1,38.97,COUNT-DAV-2025-08-14
31990,VENT-1060,DAV,2025-08-14,Stock adjustment,1,120.67,COUNT-DAV-2025-08-14
31991,TOOL-1056,DAV,2025-08-14,Stock adjustment,-1,9.33,COUNT-DAV-2025-08-14
31992,DRAIN-1095,DAV,2025-08-14,Stock adjustment,-1,107.73,COUNT-DAV-2025-08-14
31993,VENT-1043,DAV,2025-08-14,Stock adjustment,-1,47.0,COUNT-DAV-2025-08-14
31994,TOOL-1071,DAV,2025-08-14,Stock adjustment,-6,2.76,COUNT-DAV-2025-08-14
31995,RENW-1022,DAV,2025-08-14,Stock adjustment,1,1197.44,COUNT-DAV-2025-08-14
31996,RENW-1081,DAV,2025-08-14,Stock adjustment,1,2067.77,COUNT-DAV-2025-08-14
31997,TOOL-1110,DAV,2025-08-14,Stock adjustment,2,19.31,COUNT-DAV-2025-08-14
31998,VENT-1115,DAV,2025-08-14,Stock adjustment,-1,40.7,COUNT-DAV-2025-08-14
31999,TOOL-1205,DAV,2025-08-14,Stock adjustment,-2,1.19,COUNT-DAV-2025-08-14
32000,RENW-1158,DAV,2025-08-14,Stock adjustment,-1,2792.61,COUNT-DAV-2025-08-14
32001,ELEC-1057,DAV,2025-08-14,Stock adjustment,-1,4.04,COUNT-DAV-2025-08-14
32002,RENW-1095,DAV,2025-08-14,Stock adjustment,-1,2113.19,COUNT-DAV-2025-08-14
32003,DRAIN-1161,DAV,2025-08-14,Stock adjustment,-2,7.71,COUNT-DAV-2025-08-14
32004,VALV-1052,DAV,2025-08-14,Stock adjustment,-1,11.4,COUNT-DAV-2025-08-14
32005,TOOL-1149,DAV,2025-08-14,Stock adjustment,-3,2.57,COUNT-DAV-2025-08-14
32006,PIPE-1189,DAV,2025-08-14,Stock adjustment,4,1.02,COUNT-DAV-2025-08-14
32007,RENW-1018,DAV,2025-08-14,Stock adjustment,-1,1817.22,COUNT-DAV-2025-08-14
32008,PIPE-1017,WAR,2025-08-14,Stock adjustment,4,0.51,COUNT-WAR-2025-08-14
32009,ELEC-1134,WAR,2025-08-14,Stock adjustment,-4,86.93,COUNT-WAR-2025-08-14
32010,PIPE-1119,WAR,2025-08-14,Stock adjustment,7,6.88,COUNT-WAR-2025-08-14
32011,TOOL-1182,WAR,2025-08-14,Stock adjustment,-2,1.99,COUNT-WAR-2025-08-14
32012,VALV-1110,WAR,2025-08-14,Stock adjustment,1,11.72,COUNT-WAR-2025-08-14
32013,VALV-1192,WAR,2025-08-14,Stock adjustment,1,37.95,COUNT-WAR-2025-08-14
32014,PIPE-1189,WAR,2025-08-14,Stock adjustment,2,1.1,COUNT-WAR-2025-08-14
32015,DRAIN-1179,WAR,2025-08-14,Stock adjustment,1,121.66,COUNT-WAR-2025-08-14
32016,TOOL-1087,WAR,2025-08-14,Stock adjustment,-1,2.55,COUNT-WAR-2025-08-14
32017,TOOL-1071,WAR,2025-08-14,Stock adjustment,-8,2.79,COUNT-WAR-2025-08-14
32018,DRAIN-1161,WAR,2025-08-14,Stock adjustment,1,7.73,COUNT-WAR-2025-08-14
32019,PIPE-1044,WAR,2025-08-14,Stock adjustment,-15,12.37,COUNT-WAR-2025-08-14
32020,TOOL-1077,WAR,2025-08-14,Stock adjustment,5,2.14,COUNT-WAR-2025-08-14
32021,PIPE-1088,WAR,2025-08-14,Stock adjustment,-12,0.27,COUNT-WAR-2025-08-14
32022,PIPE-1214,WAR,2025-08-14,Stock adjustment,2,0.5,COUNT-WAR-2025-08-14
32023,HEAT-1200,WAR,2025-08-14,Stock adjustment,-1,942.32,COUNT-WAR-2025-08-14
32024,HEAT-1211,WAR,2025-08-14,Stock adjustment,-1,405.33,COUNT-WAR-2025-08-14
32025,TOOL-1144,WAR,2025-08-14,Stock adjustment,-2,1.05,COUNT-WAR-2025-08-14
32026,DRAIN-1095,WAR,2025-08-14,Stock adjustment,-1,109.2,COUNT-WAR-2025-08-14
32027,HEAT-1064,WAR,2025-08-14,Stock adjustment,1,212.99,COUNT-WAR-2025-08-14
32028,PIPE-1061,WAR,2025-08-14,Stock adjustment,-42,1.66,COUNT-WAR-2025-08-14
32029,PIPE-1165,WAR,2025-08-14,Stock adjustment,-9,16.65,COUNT-WAR-2025-08-14
32030,ELEC-1143,WAR,2025-08-14,Stock adjustment,-4,12.79,COUNT-WAR-2025-08-14
32031,VALV-1007,WAR,2025-08-14,Stock adjustment,1,13.74,COUNT-WAR-2025-08-14
32032,PIPE-1142,WAR,2025-08-14,Stock adjustment,1,0.43,COUNT-WAR-2025-08-14
32033,TOOL-1175,WAR,2025-08-14,Stock adjustment,1,2.78,COUNT-WAR-2025-08-14
32034,PIPE-1094,WAR,2025-08-14,Stock adjustment,-2,7.8,COUNT-WAR-2025-08-14
32035,PIPE-1135,WAR,2025-08-14,Stock adjustment,-6,4.07,COUNT-WAR-2025-08-14
32036,ELEC-1117,WAR,2025-08-14,Stock adjustment,-2,2.65,COUNT-WAR-2025-08-14
32037,VALV-1091,WAR,2025-08-14,Stock adjustment,3,49.59,COUNT-WAR-2025-08-14
32038,TOOL-1219,WAR,2025-08-14,Stock adjustment,-1,1.01,COUNT-WAR-2025-08-14
32039,HEAT-1130,WAR,2025-08-14,Stock adjustment,-1,670.05,COUNT-WAR-2025-08-14
32040,TOOL-1031,BRS,2025-08-14,Stock adjustment,-1,11.19,COUNT-BRS-2025-08-14
32041,HEAT-1130,BRS,2025-08-14,Stock adjustment,-1,763.08,COUNT-BRS-2025-08-14
32042,ELEC-1049,BRS,2025-08-14,Stock adjustment,-5,34.82,COUNT-BRS-2025-08-14
32043,ELEC-1217,BRS,2025-08-14,Stock adjustment,-2,102.85,COUNT-BRS-2025-08-14
32044,PIPE-1109,BRS,2025-08-14,Stock adjustment,-27,2.82,COUNT-BRS-2025-08-14
32045,DRAIN-1016,BRS,2025-08-14,Stock adjustment,-2,87.31,COUNT-BRS-2025-08-14
32046,RENW-1100,BRS,2025-08-14,Stock adjustment,-1,769.64,COUNT-BRS-2025-08-14
32047,ELEC-1036,BRS,2025-08-14,Stock adjustment,-4,2.28,COUNT-BRS-2025-08-14
32048,HEAT-1064,BRS,2025-08-14,Stock adjustment,-1,216.98,COUNT-BRS-2025-08-14
32049,PIPE-1064,BRS,2025-08-14,Stock adjustment,-4,8.21,COUNT-BRS-2025-08-14
32050,ELEC-1204,BRS,2025-08-14,Stock adjustment,-1,17.45,COUNT-BRS-2025-08-14
32051,VALV-1192,BRS,2025-08-14,Stock adjustment,-1,38.31,COUNT-BRS-2025-08-14
32052,PIPE-1150,BRS,2025-08-14,Stock adjustment,-4,0.29,COUNT-BRS-2025-08-14
32053,PIPE-1025,BRS,2025-08-14,Stock adjustment,-42,1.77,COUNT-BRS-2025-08-14
32054,TOOL-1018,BRS,2025-08-14,Stock adjustment,-3,1.25,COUNT-BRS-2025-08-14
32055,TOOL-1144,BRS,2025-08-14,Stock adjustment,-2,1.05,COUNT-BRS-2025-08-14
32056,DRAIN-1179,BRS,2025-08-14,Stock adjustment,-3,122.33,COUNT-BRS-2025-08-14
32057,DRAIN-1047,BRS,2025-08-14,Stock adjustment,-1,172.62,COUNT-BRS-2025-08-14
32058,TOOL-1087,BRS,2025-08-14,Stock adjustment,-1,2.56,COUNT-BRS-2025-08-14
32059,DRAIN-1095,BRS,2025-08-14,Stock adjustment,-1,101.42,COUNT-BRS-2025-08-14
32060,TOOL-1092,BRS,2025-08-14,Stock adjustment,-2,24.32,COUNT-BRS-2025-08-14
32061,HEAT-1016,BRS,2025-08-14,Stock adjustment,-1,384.79,COUNT-BRS-2025-08-14
32062,VENT-1095,BRS,2025-08-14,Stock adjustment,-1,168.52,COUNT-BRS-2025-08-14
32063,PIPE-1061,BRS,2025-08-14,Stock adjustment,-32,1.55,COUNT-BRS-2025-08-14
32064,ELEC-1088,BRS,2025-08-14,Stock adjustment,-1,10.49,COUNT-BRS-2025-08-14
32065,HEAT-1142,BRS,2025-08-14,Stock adjustment,-1,426.54,COUNT-BRS-2025-08-14
32066,PIPE-1029,BRS,2025-08-14,Stock adjustment,-6,4.31,COUNT-BRS-2025-08-14
32067,TOOL-1077,BRS,2025-08-14,Stock adjustment,-5,1.94,COUNT-BRS-2025-08-14
32068,VALV-1204,BRS,2025-08-14,Stock adjustment,-1,37.85,COUNT-BRS-2025-08-14
32069,TOOL-1021,BRS,2025-08-14,Stock adjustment,-1,1.53,COUNT-BRS-2025-08-14
32070,TOOL-1219,BRS,2025-08-14,Stock adjustment,-1,0.87,COUNT-BRS-2025-08-14
32071,PIPE-1044,BRS,2025-08-14,Stock adjustment,12,11.17,COUNT-BRS-2025-08-14
32072,ELEC-1107,BRS,2025-08-14,Stock adjustment,-2,2.47,COUNT-BRS-2025-08-14
32073,ELEC-1131,BRS,2025-08-14,Stock adjustment,-2,19.71,COUNT-BRS-2025-08-14
32074,VALV-1056,BRS,2025-08-14,Stock adjustment,-1,22.36,COUNT-BRS-2025-08-14
32075,PIPE-1201,LIV,2025-08-14,Stock adjustment,-84,9.69,COUNT-LIV-2025-08-14
32076,VALV-1091,LIV,2025-08-14,Stock adjustment,-1,48.83,COUNT-LIV-2025-08-14
32077,PIPE-1064,LIV,2025-08-14,Stock adjustment,-5,8.13,COUNT-LIV-2025-08-14
32078,HEAT-1016,LIV,2025-08-14,Stock adjustment,1,378.63,COUNT-LIV-2025-08-14
32079,ELEC-1131,LIV,2025-08-14,Stock adjustment,1,15.62,COUNT-LIV-2025-08-14
32080,DRAIN-1047,LIV,2025-08-14,Stock adjustment,-1,171.19,COUNT-LIV-2025-08-14
32081,PIPE-1004,LIV,2025-08-14,Stock adjustment,22,1.6,COUNT-LIV-2025-08-14
32082,DRAIN-1106,LIV,2025-08-14,Stock adjustment,-3,7.51,COUNT-LIV-2025-08-14
32083,PIPE-1044,LIV,2025-08-14,Stock adjustment,-10,11.1,COUNT-LIV-2025-08-14
32084,ELEC-1204,LIV,2025-08-14,Stock adjustment,1,17.46,COUNT-LIV-2025-08-14
32085,TOOL-1067,LIV,2025-08-14,Stock adjustment,3,6.92,COUNT-LIV-2025-08-14
32086,PIPE-1038,LIV,2025-08-14,Stock adjustment,-27,1.08,COUNT-LIV-2025-08-14
32087,ELEC-1049,LIV,2025-08-14,Stock adjustment,-1,28.07,COUNT-LIV-2025-08-14
32088,TOOL-1219,LIV,2025-08-14,Stock adjustment,-3,0.97,COUNT-LIV-2025-08-14
32089,VALV-1084,LIV,2025-08-14,Stock adjustment,-2,81.92,COUNT-LIV-2025-08-14
32090,DRAIN-1095,LIV,2025-08-14,Stock adjustment,1,100.94,COUNT-LIV-2025-08-14
32091,DRAIN-1016,LIV,2025-08-14,Stock adjustment,-5,71.13,COUNT-LIV-2025-08-14
32092,PIPE-1119,LIV,2025-08-14,Stock adjustment,-10,5.28,COUNT-LIV-2025-08-14
32093,TOOL-1087,LIV,2025-08-14,Stock adjustment,-6,2.21,COUNT-LIV-2025-08-14
32094,TOOL-1031,LIV,2025-08-14,Stock adjustment,-3,11.13,COUNT-LIV-2025-08-14
32095,ELEC-1094,LIV,2025-08-14,Stock adjustment,-4,2.29,COUNT-LIV-2025-08-14
32096,PIPE-1029,LIV,2025-08-14,Stock adjustment,6,4.31,COUNT-LIV-2025-08-14
32097,PIPE-1017,LIV,2025-08-14,Stock adjustment,-55,0.5,COUNT-LIV-2025-08-14
32098,ELEC-1214,LIV,2025-08-14,Stock adjustment,-3,1.4,COUNT-LIV-2025-08-14
32099,ELEC-1088,LIV,2025-08-14,Stock adjustment,-1,12.47,COUNT-LIV-2025-08-14
32100,TOOL-1092,LIV,2025-08-14,Stock adjustment,-7,24.86,COUNT-LIV-2025-08-14
32101,VENT-1095,LIV,2025-08-14,Stock adjustment,-1,169.43,COUNT-LIV-2025-08-14
32102,HEAT-1142,LIV,2025-08-14,Stock adjustment,1,435.64,COUNT-LIV-2025-08-14
32103,RENW-1087,LIV,2025-08-14,Stock adjustment,-1,997.06,COUNT-LIV-2025-08-14
32104,PIPE-1101,LIV,2025-08-14,Stock adjustment,-9,1.78,COUNT-LIV-2025-08-14
32105,TOOL-1077,LIV,2025-08-14,Stock adjustment,13,2.55,COUNT-LIV-2025-08-14
32106,ELEC-1184,LIV,2025-08-14,Stock adjustment,-4,79.82,COUNT-LIV-2025-08-14
32107,PIPE-1206,LIV,2025-08-14,Stock adjustment,-15,0.55,COUNT-LIV-2025-08-14
32108,VALV-1007,LIV,2025-08-14,Stock adjustment,1,11.72,COUNT-LIV-2025-08-14
32109,HEAT-1203,LIV,2025-08-14,Stock adjustment,1,484.91,COUNT-LIV-2025-08-14
32110,PIPE-1025,LIV,2025-08-14,Stock adjustment,-82,1.9,COUNT-LIV-2025-08-14
32111,PIPE-1168,LIV,2025-08-15,Goods receipt,2088,0.7,PO-2025-01487
32112,ELEC-1158,DAV,2025-08-15,Goods receipt,53,5.08,PO-2025-01626
32113,ELEC-1171,DAV,2025-08-15,Goods receipt,54,48.04,PO-2025-01656
32114,VENT-1103,DAV,2025-08-15,Goods receipt,8,179.4,PO-2025-01656
32115,ELEC-1204,DAV,2025-08-15,Goods receipt,145,17.34,PO-2025-01657
32116,VENT-1161,DAV,2025-08-15,Goods receipt,6,347.79,PO-2025-01657
32117,RENW-1186,DAV,2025-08-15,Goods receipt,4,1442.9,PO-2025-01657
32118,VENT-1084,DAV,2025-08-15,Goods receipt,21,39.3,PO-2025-01658
32119,HEAT-1203,DAV,2025-08-15,Goods receipt,12,582.9,PO-2025-01658
32120,VENT-1205,DAV,2025-08-15,Goods receipt,7,24.38,PO-2025-01658
32121,VENT-1119,DAV,2025-08-15,Sales issue,-2,627.13,SO-2025-07986
32122,DRAIN-1161,DAV,2025-08-15,Sales issue,-7,7.71,SO-2025-07986
32123,ELEC-1014,DAV,2025-08-15,Sales issue,-7,2.59,SO-2025-07986
32124,ELEC-1049,WAR,2025-08-15,Sales issue,-51,34.39,SO-2025-08007
32125,TOOL-1128,WAR,2025-08-15,Sales issue,-12,2.85,SO-2025-08007
32126,VENT-1019,WAR,2025-08-15,Sales issue,-1,42.72,SO-2025-08007
32127,PIPE-1168,LIV,2025-08-15,Sales issue,-41,0.7,SO-2025-08012
32128,TOOL-1128,LIV,2025-08-15,Sales issue,-10,2.11,SO-2025-08012
32129,RENW-1100,LIV,2025-08-15,Sales issue,-1,656.83,SO-2025-08012
32130,HEAT-1130,LIV,2025-08-15,Sales issue,-2,664.0,SO-2025-08012
32131,TOOL-1110,LIV,2025-08-15,Sales issue,-18,16.4,SO-2025-08012
32132,DRAIN-1106,LIV,2025-08-15,Sales issue,-3,7.51,SO-2025-08012
32133,VENT-1119,BRS,2025-08-15,Sales issue,-1,636.97,SO-2025-08030
