sales_order_number,line_number,sku,quantity_ordered,quantity_despatched,unit_price_gbp,line_discount_pct,line_status
SO-2025-08288,2,TOOL-1031,23,23,20.5,11.27,Despatched in full
SO-2025-08289,1,HEAT-1124,1,1,925.9,4.25,Despatched in full
SO-2025-08290,1,DRAIN-1179,9,9,129.01,16.23,Despatched in full
SO-2025-08291,1,PIPE-1168,45,45,1.18,17.24,Despatched in full
SO-2025-08291,2,HEAT-1016,1,1,496.15,29.02,Despatched in full
SO-2025-08291,3,TOOL-1128,16,16,3.3,19.27,Despatched in full
SO-2025-08291,4,PIPE-1150,41,41,0.49,16.01,Despatched in full
SO-2025-08291,5,PIPE-1088,64,64,0.42,21.69,Despatched in full
SO-2025-08292,1,PIPE-1119,45,45,9.62,8.92,Despatched in full
SO-2025-08293,1,TOOL-1018,9,9,1.52,18.64,Despatched in full
SO-2025-08293,2,PIPE-1189,68,68,1.45,16.94,Despatched in full
SO-2025-08294,1,VALV-1110,5,5,14.33,14.91,Despatched in full
SO-2025-08294,2,DRAIN-1113,12,12,21.83,11.56,Despatched in full
SO-2025-08294,3,PIPE-1119,78,78,8.06,23.66,Despatched in full
SO-2025-08295,1,PIPE-1061,89,89,2.49,18.91,Despatched in full
SO-2025-08295,2,PIPE-1150,69,69,0.53,8.57,Despatched in full
SO-2025-08295,3,VENT-1019,2,0,72.99,12.3,Not available
SO-2025-08295,4,ELEC-1107,32,32,2.9,13.08,Despatched in full
SO-2025-08295,5,VALV-1007,7,7,17.51,6.68,Despatched in full
SO-2025-08295,6,VALV-1192,1,1,50.03,7.8,Despatched in full
SO-2025-08296,1,RENW-1087,1,1,1182.84,12.77,Despatched in full
SO-2025-08296,2,TOOL-1092,9,9,45.18,8.18,Despatched in full
SO-2025-08296,3,VENT-1019,2,0,65.43,21.39,Not available
SO-2025-08296,4,RENW-1100,1,1,826.57,10.93,Despatched in full
SO-2025-08297,1,ELEC-1049,29,29,47.25,1.97,Despatched in full
SO-2025-08297,2,RENW-1100,1,1,928.0,0.0,Despatched in full
SO-2025-08297,3,VENT-1095,1,1,190.18,13.16,Despatched in full
SO-2025-08297,4,PIPE-1119,34,34,10.1,4.32,Despatched in full
SO-2025-08298,1,ELEC-1217,16,16,137.58,5.77,Despatched in full
SO-2025-08299,1,TOOL-1067,8,8,11.15,10.76,Despatched in full
SO-2025-08300,1,RENW-1180,1,1,2326.01,15.14,Despatched in full
SO-2025-08301,1,TOOL-1021,35,20,2.74,6.61,Short shipped
SO-2025-08301,2,RENW-1087,1,1,1253.08,7.59,Despatched in full
SO-2025-08301,3,VENT-1141,4,4,220.84,9.49,Despatched in full
SO-2025-08301,4,PIPE-1011,30,30,0.68,19.48,Despatched in full
SO-2025-08301,5,RENW-1031,2,2,2413.23,19.29,Despatched in full
SO-2025-08301,6,HEAT-1203,1,1,671.52,24.97,Despatched in full
SO-2025-08302,1,ELEC-1107,49,49,3.01,9.89,Despatched in full
SO-2025-08302,2,PIPE-1044,69,69,21.49,0.72,Despatched in full
SO-2025-08303,1,VALV-1192,4,4,47.04,13.3,Despatched in full
SO-2025-08303,2,HEAT-1192,2,2,310.82,13.42,Despatched in full
SO-2025-08303,3,DRAIN-1158,2,0,113.99,5.79,Not available
SO-2025-08303,4,PIPE-1061,21,21,2.64,14.1,Despatched in full
SO-2025-08303,5,HEAT-1200,1,1,1226.23,8.01,Despatched in full
SO-2025-08304,1,DRAIN-1158,39,10,109.14,9.8,Short shipped
SO-2025-08304,2,PIPE-1201,134,134,17.87,10.88,Despatched in full
SO-2025-08304,3,VENT-1129,3,3,72.13,6.8,Despatched in full
SO-2025-08305,1,VENT-1009,4,4,616.51,4.86,Despatched in full
SO-2025-08306,1,VALV-1172,5,5,102.64,3.17,Despatched in full
SO-2025-08306,2,TOOL-1067,8,8,8.88,28.92,Despatched in full
SO-2025-08306,3,HEAT-1130,3,3,807.31,21.62,Despatched in full
SO-2025-08307,1,VENT-1141,1,1,176.53,27.65,Despatched in full
SO-2025-08307,2,PIPE-1119,57,57,8.33,21.15,Despatched in full
SO-2025-08307,3,VALV-1163,10,10,88.45,18.85,Despatched in full
SO-2025-08308,1,VENT-1009,2,2,518.08,20.05,Despatched in full
SO-2025-08309,1,ELEC-1008,34,34,5.29,21.53,Despatched in full
SO-2025-08309,2,RENW-1192,2,2,1245.64,21.51,Despatched in full
SO-2025-08310,1,ELEC-1008,21,21,5.69,15.64,Despatched in full
SO-2025-08310,2,ELEC-1036,4,4,2.8,14.09,Despatched in full
SO-2025-08310,3,TOOL-1144,8,8,2.16,4.61,Returned
SO-2025-08310,4,ELEC-1131,17,17,25.83,2.4,Despatched in full
SO-2025-08311,1,PIPE-1201,19,19,18.4,8.21,Despatched in full
SO-2025-08311,2,VENT-1168,2,2,293.81,5.83,Despatched in full
SO-2025-08311,3,RENW-1042,1,1,969.39,5.61,Despatched in full
SO-2025-08312,1,VALV-1084,3,3,157.52,3.36,Despatched in full
SO-2025-08312,2,DRAIN-1158,26,26,104.58,13.57,Despatched in full
SO-2025-08312,3,ELEC-1197,24,24,62.14,21.03,Despatched in full
SO-2025-08312,4,ELEC-1008,15,15,5.77,14.39,Despatched in full
SO-2025-08312,5,VALV-1102,3,0,89.24,8.63,Not available
SO-2025-08312,6,PIPE-1061,70,70,2.76,10.25,Despatched in full
SO-2025-08313,1,ELEC-1049,16,16,46.06,4.44,Despatched in full
SO-2025-08313,2,RENW-1100,1,1,769.68,17.06,Despatched in full
SO-2025-08314,1,PIPE-1029,76,76,6.66,7.56,Despatched in full
SO-2025-08314,2,TOOL-1067,23,23,10.43,16.53,Despatched in full
SO-2025-08314,3,VALV-1091,15,15,79.32,15.67,Despatched in full
SO-2025-08314,4,VALV-1152,3,3,10.68,16.07,Despatched in full
SO-2025-08314,5,TOOL-1071,19,19,5.08,7.74,Despatched in full
SO-2025-08314,6,TOOL-1201,20,20,19.52,0.0,Despatched in full
SO-2025-08314,7,PIPE-1168,83,83,1.26,11.57,Despatched in full
SO-2025-08314,8,HEAT-1130,1,1,983.96,4.47,Despatched in full
SO-2025-08315,1,DRAIN-1047,34,7,269.13,5.9,Short shipped
SO-2025-08316,1,VENT-1214,1,1,186.36,22.99,Despatched in full
SO-2025-08316,2,TOOL-1087,5,5,3.22,16.32,Despatched in full
SO-2025-08316,3,ELEC-1150,19,19,18.63,10.71,Despatched in full
SO-2025-08316,4,RENW-1100,1,1,776.09,16.37,Despatched in full
SO-2025-08316,5,DRAIN-1047,18,18,227.74,20.37,Despatched in full
SO-2025-08316,6,VALV-1192,4,4,51.88,4.39,Despatched in full
SO-2025-08316,7,DRAIN-1179,7,7,138.12,10.31,Despatched in full
SO-2025-08316,8,PIPE-1201,73,73,19.65,1.99,Despatched in full
SO-2025-08317,1,VALV-1007,7,7,16.12,14.08,Despatched in full
SO-2025-08318,1,ELEC-1204,42,38,18.57,26.3,Short shipped
SO-2025-08318,2,PIPE-1201,26,26,13.71,31.61,Despatched in full
SO-2025-08318,3,RENW-1100,1,1,634.66,31.61,Despatched in full
SO-2025-08319,1,VENT-1119,2,2,815.14,9.73,Despatched in full
SO-2025-08319,2,VENT-1214,4,4,228.93,5.4,Despatched in full
SO-2025-08320,1,HEAT-1130,1,1,843.05,18.15,Despatched in full
SO-2025-08320,2,ELEC-1214,16,16,1.94,3.69,Despatched in full
SO-2025-08320,3,RENW-1000,1,1,2010.28,20.1,Despatched in full
SO-2025-08320,4,TOOL-1128,9,9,3.6,11.91,Despatched in full
SO-2025-08321,1,PIPE-1044,51,51,19.05,11.99,Despatched in full
SO-2025-08321,2,PIPE-1119,10,10,9.91,6.2,Despatched in full
SO-2025-08322,1,VALV-1102,10,10,91.65,6.16,Despatched in full
SO-2025-08322,2,RENW-1087,1,1,1333.35,1.67,Despatched in full
SO-2025-08322,3,PIPE-1017,42,42,0.95,1.25,Despatched in full
SO-2025-08322,4,RENW-1000,1,1,2497.13,0.75,Despatched in full
SO-2025-08322,5,PIPE-1201,59,59,18.96,5.43,Despatched in full
SO-2025-08323,1,TOOL-1219,32,32,0.89,40.65,Despatched in full
SO-2025-08323,2,TOOL-1100,10,10,22.99,38.45,Despatched in full
SO-2025-08324,1,RENW-1053,2,2,3037.88,9.56,Despatched in full
SO-2025-08324,2,VALV-1091,3,3,81.86,12.97,Despatched in full
SO-2025-08324,3,VENT-1080,2,2,91.74,23.55,Despatched in full
SO-2025-08325,1,PIPE-1044,53,53,19.67,9.14,Despatched in full
SO-2025-08326,1,DRAIN-1122,5,5,51.35,13.97,Despatched in full
SO-2025-08326,2,PIPE-1070,75,0,20.71,5.01,Not available
SO-2025-08326,3,RENW-1031,1,1,2367.18,20.83,Despatched in full
SO-2025-08326,4,VENT-1019,1,1,75.51,9.27,Despatched in full
SO-2025-08326,5,HEAT-1200,2,0,1139.98,14.48,Cancelled
SO-2025-08326,6,VALV-1121,9,9,108.43,8.88,Despatched in full
SO-2025-08326,7,VENT-1084,2,2,55.73,4.73,Despatched in full
SO-2025-08326,8,DRAIN-1199,4,4,7.15,11.88,Despatched in full
SO-2025-08327,1,PIPE-1064,27,0,12.74,7.35,Not available
SO-2025-08327,2,PIPE-1201,49,49,18.24,9.04,Despatched in full
SO-2025-08327,3,TOOL-1128,16,16,4.09,0.0,Despatched in full
SO-2025-08327,4,ELEC-1025,21,21,36.66,18.52,Despatched in full
SO-2025-08328,1,DRAIN-1009,7,7,8.82,20.19,Despatched in full
SO-2025-08328,2,VENT-1095,2,2,176.67,19.33,Despatched in full
SO-2025-08328,3,DRAIN-1179,3,3,130.75,15.1,Despatched in full
SO-2025-08328,4,PIPE-1025,46,46,2.95,16.25,Despatched in full
SO-2025-08328,5,ELEC-1171,15,15,62.99,16.1,Despatched in full
SO-2025-08329,1,VENT-1084,2,2,51.1,12.65,Despatched in full
SO-2025-08329,2,DRAIN-1173,9,9,295.99,4.52,Despatched in full
SO-2025-08330,1,ELEC-1117,34,34,4.51,9.7,Despatched in full
SO-2025-08330,2,PIPE-1025,46,46,3.26,7.52,Despatched in full
SO-2025-08331,1,DRAIN-1214,8,8,48.96,9.42,Despatched in full
SO-2025-08331,2,HEAT-1211,3,3,563.0,0.0,Despatched in full
SO-2025-08331,3,DRAIN-1047,2,2,245.3,14.23,Despatched in full
SO-2025-08332,1,RENW-1100,1,1,752.98,18.86,Despatched in full
SO-2025-08332,2,PIPE-1201,56,56,16.72,16.62,Despatched in full
SO-2025-08333,1,VENT-1119,3,3,770.26,14.7,Despatched in full
SO-2025-08333,2,RENW-1100,2,2,680.78,26.64,Despatched in full
SO-2025-08333,3,VENT-1214,3,3,174.97,27.7,Despatched in full
SO-2025-08334,1,PIPE-1119,40,40,7.8,26.1,Despatched in full
SO-2025-08334,2,DRAIN-1106,8,8,13.98,8.44,Despatched in full
SO-2025-08334,3,RENW-1100,2,2,668.81,27.93,Despatched in full
SO-2025-08334,4,VENT-1214,1,1,188.69,22.03,Despatched in full
SO-2025-08334,5,RENW-1087,1,1,1037.75,23.47,Despatched in full
SO-2025-08334,6,ELEC-1094,13,13,3.55,22.45,Despatched in full
SO-2025-08335,1,HEAT-1016,1,1,524.25,25.0,Despatched in full
SO-2025-08335,2,VENT-1019,3,3,75.26,9.57,Despatched in full
SO-2025-08335,3,TOOL-1128,21,21,4.04,1.22,Despatched in full
SO-2025-08335,4,DRAIN-1016,8,8,112.47,3.87,Despatched in full
SO-2025-08335,5,VENT-1119,2,2,857.76,5.01,Despatched in full
SO-2025-08336,1,TOOL-1067,35,35,10.92,12.62,Despatched in full
SO-2025-08336,2,PIPE-1168,77,77,1.27,11.38,Despatched in full
SO-2025-08337,1,ELEC-1049,10,10,43.54,9.67,Despatched in full
SO-2025-08337,2,HEAT-1203,2,2,702.93,21.46,Despatched in full
SO-2025-08338,1,HEAT-1211,1,1,429.51,23.71,Despatched in full
SO-2025-08338,2,VENT-1084,3,3,39.9,31.8,Despatched in full
SO-2025-08338,3,VALV-1110,4,4,13.07,22.36,Despatched in full
SO-2025-08338,4,VALV-1056,4,4,30.78,17.26,Despatched in full
SO-2025-08338,5,PIPE-1119,18,18,9.13,13.51,Despatched in full
SO-2025-08338,6,HEAT-1082,1,1,259.52,14.91,Despatched in full
SO-2025-08338,7,DRAIN-1214,15,15,38.56,28.65,Despatched in full
SO-2025-08339,1,TOOL-1071,8,8,4.95,10.15,Despatched in full
SO-2025-08340,1,ELEC-1008,13,7,5.58,17.27,Short shipped
SO-2025-08340,2,TOOL-1067,7,7,9.76,21.9,Despatched in full
SO-2025-08340,3,RENW-1000,2,2,2066.64,17.86,Despatched in full
SO-2025-08341,1,PIPE-1201,29,29,18.88,5.86,Despatched in full
SO-2025-08341,2,TOOL-1128,7,7,3.74,8.52,Despatched in full
SO-2025-08342,1,HEAT-1082,2,2,237.66,22.08,Despatched in full
SO-2025-08342,2,PIPE-1168,23,23,1.24,13.01,Despatched in full
SO-2025-08342,3,ELEC-1049,9,9,41.44,14.02,Despatched in full
SO-2025-08343,1,ELEC-1143,23,23,19.95,14.21,Despatched in full
SO-2025-08343,2,HEAT-1142,4,4,604.85,10.26,Despatched in full
SO-2025-08343,3,VENT-1095,4,0,202.03,7.75,Cancelled
SO-2025-08344,1,ELEC-1143,6,6,19.43,16.45,Despatched in full
SO-2025-08344,2,VENT-1084,1,1,50.88,13.03,Despatched in full
SO-2025-08344,3,PIPE-1201,47,47,17.09,14.78,Despatched in full
SO-2025-08345,1,PIPE-1119,139,139,8.9,15.72,Despatched in full
SO-2025-08345,2,RENW-1100,1,1,853.48,8.03,Despatched in full
SO-2025-08346,1,DRAIN-1106,4,4,14.4,5.72,Despatched in full
SO-2025-08347,1,ELEC-1088,7,7,18.86,5.44,Despatched in full
SO-2025-08348,1,RENW-1087,1,1,1221.89,9.89,Despatched in full
SO-2025-08348,2,PIPE-1025,73,73,2.89,17.96,Despatched in full
SO-2025-08348,3,RENW-1000,1,1,2204.27,12.39,Despatched in full
SO-2025-08348,4,VENT-1084,8,8,53.87,7.92,Despatched in full
SO-2025-08348,5,VENT-1192,5,5,721.72,10.01,Despatched in full
SO-2025-08349,1,VENT-1105,1,1,210.73,15.03,Despatched in full
SO-2025-08349,2,PIPE-1201,20,20,18.6,7.24,Despatched in full
SO-2025-08349,3,VENT-1134,2,2,45.36,30.2,Despatched in full
SO-2025-08349,4,TOOL-1128,10,10,3.53,13.67,Despatched in full
SO-2025-08350,1,PIPE-1101,62,62,2.52,12.2,Despatched in full
SO-2025-08350,2,VALV-1056,4,4,30.25,18.69,Despatched in full
SO-2025-08350,3,RENW-1192,1,1,1381.64,12.94,Despatched in full
SO-2025-08350,4,TOOL-1021,44,0,2.24,23.71,Not available
SO-2025-08350,5,VENT-1066,4,4,65.34,3.99,Despatched in full
SO-2025-08351,1,HEAT-1137,1,1,875.07,1.01,Despatched in full
SO-2025-08351,2,VENT-1002,1,1,83.29,8.17,Despatched in full
SO-2025-08351,3,PIPE-1094,70,70,13.84,11.52,Despatched in full
SO-2025-08352,1,RENW-1087,1,1,1164.8,14.1,Despatched in full
SO-2025-08352,2,PIPE-1201,73,73,17.14,14.5,Despatched in full
SO-2025-08352,3,PIPE-1150,57,57,0.46,20.98,Despatched in full
SO-2025-08352,4,DRAIN-1179,11,11,146.42,4.92,Despatched in full
SO-2025-08353,1,RENW-1105,1,1,3661.14,6.77,Despatched in full
SO-2025-08353,2,VENT-1214,1,1,213.35,11.84,Despatched in full
SO-2025-08353,3,ELEC-1049,18,18,46.58,3.36,Despatched in full
SO-2025-08354,1,RENW-1087,1,1,1162.91,14.24,Despatched in full
SO-2025-08355,1,RENW-1100,1,1,879.93,5.18,Despatched in full
SO-2025-08355,2,ELEC-1204,34,34,22.31,11.46,Despatched in full
SO-2025-08356,1,HEAT-1142,1,1,576.2,14.51,Despatched in full
SO-2025-08357,1,VALV-1121,13,13,113.51,4.61,Despatched in full
SO-2025-08358,1,PIPE-1201,44,44,18.52,7.64,Despatched in full
SO-2025-08358,2,DRAIN-1047,9,9,277.22,3.07,Despatched in full
SO-2025-08359,1,VALV-1056,6,6,30.69,17.5,Despatched in full
SO-2025-08359,2,DRAIN-1179,8,8,132.04,14.26,Despatched in full
SO-2025-08360,1,TOOL-1018,5,5,1.48,21.1,Despatched in full
SO-2025-08360,2,TOOL-1110,55,55,29.8,14.22,Despatched in full
SO-2025-08360,3,ELEC-1204,27,27,20.96,16.83,Despatched in full
SO-2025-08360,4,VALV-1152,7,7,9.98,21.57,Despatched in full
SO-2025-08360,5,ELEC-1049,13,13,41.57,13.76,Despatched in full
SO-2025-08360,6,ELEC-1150,14,14,15.97,23.46,Despatched in full
SO-2025-08360,7,TOOL-1067,4,4,10.26,17.93,Despatched in full
SO-2025-08360,8,DRAIN-1095,10,10,125.06,24.66,Despatched in full
SO-2025-08361,1,RENW-1100,1,1,859.33,7.4,Despatched in full
SO-2025-08361,2,PIPE-1064,90,90,12.75,7.24,Despatched in full
SO-2025-08362,1,TOOL-1018,15,15,1.73,7.29,Despatched in full
SO-2025-08362,2,RENW-1000,2,2,1900.08,24.48,Despatched in full
SO-2025-08363,1,HEAT-1082,2,2,259.77,14.83,Despatched in full
SO-2025-08363,2,DRAIN-1158,8,8,105.65,12.69,Despatched in full
SO-2025-08363,3,TOOL-1137,7,7,27.22,19.58,Despatched in full
SO-2025-08364,1,PIPE-1119,26,0,7.57,28.33,Cancelled
SO-2025-08365,1,DRAIN-1179,8,8,135.29,12.15,Despatched in full
SO-2025-08365,2,TOOL-1128,30,30,4.09,0.0,Despatched in full
SO-2025-08366,1,VALV-1192,3,3,52.1,3.99,Despatched in full
SO-2025-08366,2,RENW-1087,1,1,1019.44,24.82,Despatched in full
SO-2025-08366,3,RENW-1100,1,1,791.03,14.76,Despatched in full
SO-2025-08366,4,ELEC-1204,11,11,24.38,3.24,Despatched in full
SO-2025-08367,1,ELEC-1204,9,9,23.48,6.83,Despatched in full
SO-2025-08368,1,TOOL-1092,13,13,38.5,21.74,Despatched in full
SO-2025-08368,2,PIPE-1029,63,0,5.04,30.09,Cancelled
SO-2025-08368,3,RENW-1087,1,1,1041.54,23.19,Despatched in full
SO-2025-08368,4,TOOL-1128,6,6,3.22,21.17,Despatched in full
SO-2025-08368,5,DRAIN-1095,8,0,136.78,17.6,Not available
SO-2025-08369,1,DRAIN-1047,9,9,284.6,0.49,Despatched in full
SO-2025-08369,2,VALV-1121,6,6,89.32,24.94,Despatched in full
SO-2025-08370,1,VENT-1205,1,1,37.92,0.0,Despatched in full
SO-2025-08370,2,HEAT-1016,2,2,619.59,11.36,Despatched in full
SO-2025-08371,1,DRAIN-1161,8,8,9.14,18.16,Despatched in full
SO-2025-08372,1,VENT-1002,2,0,84.96,6.33,Cancelled
SO-2025-08373,1,RENW-1000,1,1,2370.32,5.79,Despatched in full
SO-2025-08373,2,PIPE-1201,82,82,17.75,11.46,Despatched in full
SO-2025-08373,3,VALV-1204,3,3,51.33,4.96,Despatched in full
SO-2025-08373,4,DRAIN-1158,14,14,100.55,16.9,Despatched in full
SO-2025-08373,5,ELEC-1036,26,26,3.14,3.62,Despatched in full
SO-2025-08373,6,RENW-1010,1,1,3042.69,18.84,Despatched in full
SO-2025-08373,7,TOOL-1031,6,6,21.63,6.37,Despatched in full
SO-2025-08374,1,RENW-1087,1,1,1257.28,7.28,Despatched in full
SO-2025-08374,2,PIPE-1142,14,14,0.59,11.2,Despatched in full
SO-2025-08375,1,PIPE-1201,204,204,15.09,24.74,Despatched in full
SO-2025-08375,2,RENW-1053,1,1,3293.16,1.96,Despatched in full
SO-2025-08375,3,VENT-1080,6,6,109.21,8.99,Despatched in full
SO-2025-08375,4,TOOL-1071,12,12,5.43,1.5,Despatched in full
SO-2025-08375,5,RENW-1087,1,1,1178.36,13.1,Despatched in full
SO-2025-08376,1,VALV-1204,3,3,53.86,0.28,Despatched in full
SO-2025-08377,1,PIPE-1119,63,63,7.24,31.45,Despatched in full
SO-2025-08378,1,RENW-1010,1,1,3325.74,11.29,Despatched in full
SO-2025-08378,2,PIPE-1119,32,32,10.56,0.0,Despatched in full
SO-2025-08378,3,ELEC-1067,14,14,6.19,15.85,Despatched in full
SO-2025-08378,4,TOOL-1021,12,0,2.6,11.26,Not available
SO-2025-08379,1,VENT-1084,3,1,53.55,8.47,Short shipped
SO-2025-08379,2,RENW-1100,2,2,729.96,21.34,Despatched in full
SO-2025-08380,1,TOOL-1051,8,8,1.57,5.35,Despatched in full
SO-2025-08380,2,TOOL-1087,5,5,3.29,14.6,Despatched in full
SO-2025-08380,3,ELEC-1143,29,29,18.96,18.45,Despatched in full
SO-2025-08380,4,RENW-1100,1,1,782.95,15.63,Despatched in full
SO-2025-08381,1,HEAT-1064,3,3,387.4,4.11,Despatched in full
SO-2025-08381,2,DRAIN-1095,16,0,157.37,5.2,Not available
SO-2025-08381,3,VALV-1102,9,9,84.34,13.65,Despatched in full
SO-2025-08381,4,PIPE-1038,30,30,1.98,9.93,Despatched in full
SO-2025-08382,1,ELEC-1094,16,16,4.07,11.13,Despatched in full
SO-2025-08382,2,DRAIN-1158,6,6,110.84,8.4,Despatched in full
SO-2025-08383,1,ELEC-1214,12,12,1.72,14.63,Despatched in full
SO-2025-08383,2,PIPE-1168,119,119,1.18,17.68,Despatched in full
SO-2025-08384,1,TOOL-1128,10,10,3.61,11.83,Despatched in full
SO-2025-08385,1,ELEC-1049,15,15,36.61,24.04,Despatched in full
SO-2025-08385,2,PIPE-1165,65,65,16.67,23.93,Despatched in full
SO-2025-08386,1,DRAIN-1047,12,12,259.86,9.14,Despatched in full
SO-2025-08386,2,DRAIN-1179,3,3,127.93,16.93,Despatched in full
SO-2025-08386,3,PIPE-1025,34,34,2.83,19.7,Despatched in full
SO-2025-08386,4,RENW-1100,1,1,848.75,8.54,Despatched in full
SO-2025-08386,5,PIPE-1189,86,50,1.43,17.73,Short shipped
SO-2025-08386,6,TOOL-1137,21,21,33.05,2.37,Despatched in full
SO-2025-08386,7,RENW-1087,2,2,1068.66,21.19,Despatched in full
SO-2025-08387,1,ELEC-1094,9,9,3.58,21.92,Despatched in full
SO-2025-08387,2,TOOL-1219,9,9,1.06,29.26,Despatched in full
SO-2025-08387,3,PIPE-1025,41,41,2.9,17.59,Despatched in full
SO-2025-08387,4,ELEC-1214,17,17,1.42,29.22,Despatched in full
SO-2025-08387,5,RENW-1000,1,1,2136.59,15.08,Despatched in full
SO-2025-08387,6,VENT-1214,1,1,198.05,18.16,Despatched in full
SO-2025-08387,7,ELEC-1049,25,18,34.95,27.5,Short shipped
SO-2025-08387,8,PIPE-1044,76,76,14.01,35.27,Despatched in full
SO-2025-08388,1,VALV-1121,4,4,105.58,11.28,Despatched in full
SO-2025-08388,2,TOOL-1128,15,15,3.5,14.39,Despatched in full
SO-2025-08389,1,PIPE-1201,37,37,19.95,0.5,Despatched in full
SO-2025-08389,2,ELEC-1184,26,26,121.21,16.41,Despatched in full
SO-2025-08390,1,TOOL-1137,19,19,21.9,35.31,Despatched in full
SO-2025-08391,1,DRAIN-1158,8,8,108.65,10.21,Despatched in full
SO-2025-08391,2,PIPE-1168,64,64,1.01,29.45,Despatched in full
SO-2025-08392,1,PIPE-1004,68,68,2.6,4.06,Despatched in full
SO-2025-08392,2,TOOL-1182,11,11,3.36,16.8,Despatched in full
SO-2025-08392,3,RENW-1087,1,1,1104.6,18.54,Despatched in full
SO-2025-08393,1,ELEC-1134,19,19,99.19,12.22,Despatched in full
SO-2025-08393,2,VENT-1168,4,4,225.39,27.76,Despatched in full
SO-2025-08393,3,RENW-1100,1,1,782.68,15.66,Despatched in full
SO-2025-08394,1,VENT-1019,2,2,63.15,24.12,Despatched in full
SO-2025-08394,2,PIPE-1025,18,18,2.71,23.04,Despatched in full
SO-2025-08394,3,VALV-1113,13,13,9.51,28.33,Despatched in full
SO-2025-08394,4,DRAIN-1145,4,4,19.23,13.72,Despatched in full
SO-2025-08394,5,RENW-1203,1,1,876.47,19.07,Despatched in full
SO-2025-08394,6,PIPE-1168,39,39,1.32,7.75,Despatched in full
SO-2025-08395,1,VALV-1110,7,7,11.84,29.71,Despatched in full
SO-2025-08395,2,VENT-1075,1,1,260.91,10.03,Despatched in full
SO-2025-08395,3,VALV-1130,2,2,21.74,24.05,Despatched in full
SO-2025-08395,4,ELEC-1008,19,19,6.02,10.75,Despatched in full
SO-2025-08395,5,VALV-1196,3,3,47.16,13.81,Despatched in full
SO-2025-08396,1,TOOL-1128,24,24,3.35,18.05,Despatched in full
SO-2025-08396,2,RENW-1087,1,1,1289.42,4.91,Despatched in full
SO-2025-08397,1,VALV-1172,4,4,85.19,19.63,Despatched in full
SO-2025-08397,2,VALV-1192,4,4,42.97,20.8,Despatched in full
SO-2025-08397,3,ELEC-1131,12,12,17.15,35.22,Despatched in full
SO-2025-08397,4,PIPE-1201,41,41,14.88,25.81,Despatched in full
SO-2025-08397,5,PIPE-1025,86,86,2.78,20.95,Despatched in full
SO-2025-08397,6,VALV-1215,3,3,24.19,27.34,Despatched in full
SO-2025-08397,7,DRAIN-1192,18,18,137.69,26.76,Despatched in full
SO-2025-08398,1,ELEC-1075,14,14,37.97,9.64,Despatched in full
SO-2025-08398,2,TOOL-1067,15,15,11.54,7.68,Despatched in full
SO-2025-08398,3,ELEC-1171,28,28,66.82,11.0,Returned
SO-2025-08398,4,VENT-1084,1,0,48.68,16.79,Not available
SO-2025-08399,1,VALV-1056,5,5,30.76,17.32,Despatched in full
SO-2025-08399,2,HEAT-1151,3,3,705.34,20.12,Despatched in full
SO-2025-08399,3,ELEC-1031,35,35,2.64,6.64,Despatched in full
SO-2025-08400,1,VALV-1102,4,4,93.34,4.43,Despatched in full
SO-2025-08400,2,PIPE-1004,33,33,2.4,11.53,Despatched in full
SO-2025-08400,3,ELEC-1049,18,18,38.0,21.17,Despatched in full
SO-2025-08401,1,ELEC-1204,17,17,24.25,3.78,Despatched in full
SO-2025-08401,2,VENT-1119,3,3,800.96,11.3,Despatched in full
SO-2025-08402,1,TOOL-1128,8,8,3.68,9.96,Despatched in full
SO-2025-08402,2,PIPE-1088,51,51,0.44,18.12,Despatched in full
SO-2025-08402,3,ELEC-1131,24,24,25.17,4.93,Despatched in full
SO-2025-08403,1,TOOL-1077,9,9,3.5,11.9,Despatched in full
SO-2025-08403,2,HEAT-1203,1,1,809.26,9.58,Despatched in full
SO-2025-08403,3,VENT-1119,4,4,794.55,12.01,Despatched in full
SO-2025-08403,4,TOOL-1067,13,13,10.85,13.24,Despatched in full
SO-2025-08403,5,ELEC-1217,64,64,129.44,11.34,Despatched in full
SO-2025-08404,1,DRAIN-1158,5,5,109.75,9.3,Despatched in full
SO-2025-08404,2,PIPE-1201,28,28,17.63,12.05,Despatched in full
SO-2025-08404,3,ELEC-1217,19,19,135.49,7.2,Despatched in full
SO-2025-08404,4,VALV-1121,8,8,115.42,3.01,Despatched in full
SO-2025-08405,1,PIPE-1101,96,96,2.37,17.55,Despatched in full
SO-2025-08405,2,ELEC-1143,15,15,20.12,13.46,Despatched in full
SO-2025-08406,1,VALV-1056,7,7,36.84,0.98,Despatched in full
SO-2025-08407,1,RENW-1087,1,1,1206.57,11.02,Despatched in full
SO-2025-08407,2,DRAIN-1095,11,0,126.79,23.62,Not available
SO-2025-08408,1,PIPE-1201,45,45,18.7,6.71,Despatched in full
SO-2025-08409,1,RENW-1087,2,2,1163.18,14.22,Despatched in full
SO-2025-08409,2,TOOL-1219,15,15,1.3,13.49,Despatched in full
SO-2025-08409,3,PIPE-1201,21,21,16.22,19.11,Despatched in full
SO-2025-08409,4,PIPE-1061,62,62,2.41,21.57,Despatched in full
SO-2025-08410,1,DRAIN-1179,8,8,139.46,9.44,Despatched in full
SO-2025-08410,2,ELEC-1214,31,31,1.77,12.17,Despatched in full
