sales_order_number,customer_account,warehouse_code,order_date,requested_delivery_date,despatch_date,order_channel,order_status
SO-2025-07454,C1463,BRS,2025-07-01,2025-07-03,2025-07-01,Trade counter,Despatched
SO-2025-07455,C1294,BRS,2025-07-01,2025-07-04,2025-07-01,Telephone,Part despatched
SO-2025-07456,C1140,BRS,2025-07-01,2025-07-07,2025-07-04,Trade counter,Part despatched
SO-2025-07457,C1294,BRS,2025-07-01,2025-07-07,2025-07-02,Telephone,Despatched
SO-2025-07458,C1964,LIV,2025-07-01,2025-07-02,2025-07-01,Web,Despatched
SO-2025-07459,C1607,LIV,2025-07-01,2025-07-04,2025-07-01,Telephone,Despatched
SO-2025-07460,C1470,DAV,2025-07-02,2025-07-08,2025-07-02,Telephone,Despatched
SO-2025-07461,C1194,DAV,2025-07-02,2025-07-03,2025-07-04,Telephone,Despatched
SO-2025-07462,C1270,DAV,2025-07-02,2025-07-07,2025-07-02,Web,Despatched
SO-2025-07463,C1366,DAV,2025-07-02,2025-07-08,2025-07-02,Telephone,Despatched
SO-2025-07464,C1169,DAV,2025-07-02,2025-07-04,2025-07-02,Account manager,Despatched
SO-2025-07465,C1015,DAV,2025-07-02,2025-07-07,2025-07-02,Web,Part despatched
SO-2025-07466,C1563,DAV,2025-07-02,2025-07-07,2025-07-07,Trade counter,Despatched
SO-2025-07467,C1569,DAV,2025-07-02,2025-07-04,2025-07-02,Web,Despatched
SO-2025-07468,C1936,DAV,2025-07-02,2025-07-08,2025-07-02,Trade counter,Despatched
SO-2025-07469,C1728,DAV,2025-07-02,2025-07-04,2025-07-03,Telephone,Despatched
SO-2025-07470,C1051,WAR,2025-07-02,2025-07-07,2025-07-02,Trade counter,Despatched
SO-2025-07471,C1948,WAR,2025-07-02,2025-07-04,2025-07-02,Telephone,Despatched
SO-2025-07472,C1141,WAR,2025-07-02,2025-07-04,2025-07-03,Telephone,Despatched
SO-2025-07473,C1844,WAR,2025-07-02,2025-07-03,2025-07-03,Trade counter,Despatched
SO-2025-07474,C1273,BRS,2025-07-02,2025-07-08,2025-07-02,Trade counter,Despatched
SO-2025-07475,C1352,BRS,2025-07-02,2025-07-07,2025-07-03,Trade counter,Part despatched
SO-2025-07476,C1167,BRS,2025-07-02,2025-07-08,2025-07-02,Web,Despatched
SO-2025-07477,C1294,BRS,2025-07-02,2025-07-04,2025-07-02,Account manager,Despatched
SO-2025-07478,C1044,BRS,2025-07-02,2025-07-04,2025-07-02,Telephone,Part despatched
SO-2025-07479,C1338,BRS,2025-07-02,2025-07-08,2025-07-02,Telephone,Part despatched
SO-2025-07480,C1279,LIV,2025-07-02,2025-07-08,2025-07-02,Trade counter,Despatched
SO-2025-07481,C1821,LIV,2025-07-02,2025-07-07,2025-07-03,Web,Despatched
SO-2025-07482,C1004,LIV,2025-07-02,2025-07-08,2025-07-02,Trade counter,Despatched
SO-2025-07483,C1389,DAV,2025-07-03,2025-07-07,2025-07-08,Account manager,Despatched
SO-2025-07484,C1366,DAV,2025-07-03,2025-07-08,2025-07-03,Telephone,Despatched
SO-2025-07485,C1429,DAV,2025-07-03,2025-07-04,2025-07-03,Trade counter,Despatched
SO-2025-07486,C1290,DAV,2025-07-03,2025-07-07,2025-07-03,Account manager,Despatched
SO-2025-07487,C1713,WAR,2025-07-03,2025-07-08,2025-07-03,Telephone,Despatched
SO-2025-07488,C1912,WAR,2025-07-03,2025-07-08,2025-07-03,Trade counter,Despatched
SO-2025-07489,C1896,WAR,2025-07-03,2025-07-09,2025-07-03,Trade counter,Despatched
SO-2025-07490,C1656,WAR,2025-07-03,2025-07-04,2025-07-03,Telephone,Despatched
SO-2025-07491,C1730,WAR,2025-07-03,2025-07-09,2025-07-03,Trade counter,Despatched
SO-2025-07492,C1382,BRS,2025-07-03,2025-07-09,2025-07-08,Telephone,Despatched
SO-2025-07493,C1475,BRS,2025-07-03,2025-07-07,2025-07-03,Trade counter,Part despatched
SO-2025-07494,C1741,BRS,2025-07-03,2025-07-09,2025-07-03,Telephone,Despatched
SO-2025-07495,C1367,DAV,2025-07-04,2025-07-07,2025-07-04,Trade counter,Part despatched
SO-2025-07496,C1278,DAV,2025-07-04,2025-07-08,2025-07-04,Trade counter,Despatched
SO-2025-07497,C1050,DAV,2025-07-04,2025-07-07,2025-07-04,Web,Despatched
SO-2025-07498,C1367,DAV,2025-07-04,2025-07-08,2025-07-04,Telephone,Despatched
SO-2025-07499,C1728,DAV,2025-07-04,2025-07-08,2025-07-04,Web,Part despatched
SO-2025-07500,C1278,DAV,2025-07-04,2025-07-07,2025-07-04,Telephone,Despatched
SO-2025-07501,C1918,WAR,2025-07-04,2025-07-07,2025-07-04,Telephone,Despatched
SO-2025-07502,C1234,WAR,2025-07-04,2025-07-10,2025-07-04,Trade counter,Despatched
SO-2025-07503,C1032,WAR,2025-07-04,2025-07-07,2025-07-04,Telephone,Despatched
SO-2025-07504,C1697,BRS,2025-07-04,2025-07-07,2025-07-04,Web,Despatched
SO-2025-07505,C1501,BRS,2025-07-04,2025-07-09,2025-07-09,Telephone,Part despatched
SO-2025-07506,C1501,BRS,2025-07-04,2025-07-10,2025-07-04,Trade counter,Despatched
SO-2025-07507,C1717,BRS,2025-07-04,2025-07-09,2025-07-07,Telephone,Despatched
SO-2025-07508,C1900,LIV,2025-07-04,2025-07-07,2025-07-04,Trade counter,Despatched
SO-2025-07509,C1160,LIV,2025-07-04,2025-07-08,2025-07-04,Telephone,Despatched
SO-2025-07510,C1693,LIV,2025-07-04,2025-07-09,2025-07-04,Trade counter,Despatched
SO-2025-07511,C1109,LIV,2025-07-04,2025-07-07,2025-07-04,Web,Despatched
SO-2025-07512,C1133,DAV,2025-07-07,2025-07-10,2025-07-07,Account manager,Despatched
SO-2025-07513,C1276,DAV,2025-07-07,2025-07-11,2025-07-07,Web,Despatched
SO-2025-07514,C1187,DAV,2025-07-07,2025-07-09,2025-07-07,Account manager,Despatched
SO-2025-07515,C1622,DAV,2025-07-07,2025-07-08,2025-07-07,Web,Despatched
SO-2025-07516,C1145,DAV,2025-07-07,2025-07-10,2025-07-07,Web,Despatched
SO-2025-07517,C1882,DAV,2025-07-07,2025-07-11,2025-07-07,Telephone,Despatched
SO-2025-07518,C1078,DAV,2025-07-07,2025-07-10,2025-07-07,Web,Despatched
SO-2025-07519,C1184,DAV,2025-07-07,2025-07-08,2025-07-08,Telephone,Despatched
SO-2025-07520,C1126,DAV,2025-07-07,2025-07-09,2025-07-08,Account manager,Despatched
SO-2025-07521,C1392,WAR,2025-07-07,2025-07-11,2025-07-07,Account manager,Despatched
SO-2025-07522,C1581,WAR,2025-07-07,2025-07-11,2025-07-08,Telephone,Despatched
SO-2025-07523,C1010,WAR,2025-07-07,2025-07-08,2025-07-07,Account manager,Despatched
SO-2025-07524,C1578,BRS,2025-07-07,2025-07-09,2025-07-09,Account manager,Despatched
SO-2025-07525,C1541,BRS,2025-07-07,2025-07-10,2025-07-07,Account manager,Part despatched
SO-2025-07526,C1757,BRS,2025-07-07,2025-07-10,2025-07-07,Account manager,Despatched
SO-2025-07527,C1693,LIV,2025-07-07,2025-07-09,2025-07-08,Telephone,Despatched
SO-2025-07528,C1478,LIV,2025-07-07,2025-07-08,2025-07-07,Web,Despatched
SO-2025-07529,C1821,LIV,2025-07-07,2025-07-11,2025-07-10,Telephone,Despatched
SO-2025-07530,C1803,LIV,2025-07-07,2025-07-09,2025-07-07,Trade counter,Despatched
SO-2025-07531,C1379,LIV,2025-07-07,2025-07-08,2025-07-07,Trade counter,Despatched
SO-2025-07532,C1882,DAV,2025-07-08,2025-07-11,2025-07-08,Account manager,Part despatched
SO-2025-07533,C1470,DAV,2025-07-08,2025-07-09,2025-07-08,Telephone,Despatched
SO-2025-07534,C1593,DAV,2025-07-08,2025-07-10,2025-07-08,Account manager,Despatched
SO-2025-07535,C1669,DAV,2025-07-08,2025-07-09,2025-07-08,Trade counter,Despatched
SO-2025-07536,C1704,DAV,2025-07-08,2025-07-11,2025-07-08,Web,Despatched
SO-2025-07537,C1235,DAV,2025-07-08,2025-07-14,2025-07-08,Account manager,Despatched
SO-2025-07538,C1367,DAV,2025-07-08,2025-07-10,,Web,Cancelled
SO-2025-07539,C1866,WAR,2025-07-08,2025-07-09,2025-07-08,Trade counter,Part despatched
SO-2025-07540,C1017,WAR,2025-07-08,2025-07-11,2025-07-09,Telephone,Despatched
SO-2025-07541,C1844,WAR,2025-07-08,2025-07-09,2025-07-09,Web,Despatched
SO-2025-07542,C1075,WAR,2025-07-08,2025-07-09,2025-07-09,Trade counter,Part despatched
SO-2025-07543,C1724,WAR,2025-07-08,2025-07-14,2025-07-08,Trade counter,Despatched
SO-2025-07544,C1948,WAR,2025-07-08,2025-07-10,2025-07-11,Trade counter,Despatched
SO-2025-07545,C1398,WAR,2025-07-08,2025-07-09,2025-07-08,Trade counter,Part despatched
SO-2025-07546,C1032,WAR,2025-07-08,2025-07-09,2025-07-08,Account manager,Despatched
SO-2025-07547,C1557,BRS,2025-07-08,2025-07-14,2025-07-08,Telephone,Despatched
SO-2025-07548,C1171,BRS,2025-07-08,2025-07-14,2025-07-08,Telephone,Despatched
SO-2025-07549,C1741,BRS,2025-07-08,2025-07-14,2025-07-08,Telephone,Part despatched
SO-2025-07550,C1757,BRS,2025-07-08,2025-07-10,2025-07-08,Telephone,Despatched
SO-2025-07551,C1254,LIV,2025-07-08,2025-07-09,2025-07-08,Telephone,Despatched
SO-2025-07552,C1904,LIV,2025-07-08,2025-07-10,2025-07-08,Trade counter,Part despatched
SO-2025-07553,C1432,LIV,2025-07-08,2025-07-14,2025-07-08,Trade counter,Despatched
SO-2025-07554,C1089,DAV,2025-07-09,2025-07-11,2025-07-09,Web,Despatched
SO-2025-07555,C1307,DAV,2025-07-09,2025-07-15,2025-07-10,Trade counter,Despatched
SO-2025-07556,C1092,DAV,2025-07-09,2025-07-14,2025-07-09,Account manager,Despatched
SO-2025-07557,C1734,DAV,2025-07-09,2025-07-15,2025-07-10,Trade counter,Part despatched
SO-2025-07558,C1270,DAV,2025-07-09,2025-07-14,2025-07-09,Account manager,Despatched
SO-2025-07559,C1599,DAV,2025-07-09,2025-07-10,2025-07-09,Web,Despatched
SO-2025-07560,C1923,DAV,2025-07-09,2025-07-14,2025-07-09,Telephone,Despatched
SO-2025-07561,C1871,WAR,2025-07-09,2025-07-11,2025-07-10,Trade counter,Despatched
SO-2025-07562,C1234,WAR,2025-07-09,2025-07-11,2025-07-09,Telephone,Despatched
SO-2025-07563,C1238,BRS,2025-07-09,2025-07-14,2025-07-09,Telephone,Part despatched
SO-2025-07564,C1168,LIV,2025-07-09,2025-07-10,2025-07-09,Web,Part despatched
SO-2025-07565,C1109,LIV,2025-07-09,2025-07-11,2025-07-10,Account manager,Despatched
SO-2025-07566,C1599,DAV,2025-07-10,2025-07-16,2025-07-10,Trade counter,Despatched
SO-2025-07567,C1227,DAV,2025-07-10,2025-07-11,2025-07-10,Trade counter,Despatched
SO-2025-07568,C1429,DAV,2025-07-10,2025-07-16,2025-07-10,Telephone,Despatched
SO-2025-07569,C1194,DAV,2025-07-10,2025-07-16,2025-07-10,Web,Despatched
SO-2025-07570,C1262,DAV,2025-07-10,2025-07-15,2025-07-10,Account manager,Despatched
SO-2025-07571,C1639,DAV,2025-07-10,2025-07-15,2025-07-14,Trade counter,Despatched
SO-2025-07572,C1447,DAV,2025-07-10,2025-07-14,2025-07-11,Trade counter,Despatched
SO-2025-07573,C1278,DAV,2025-07-10,2025-07-11,2025-07-10,Telephone,Despatched
SO-2025-07574,C1563,DAV,2025-07-10,2025-07-14,2025-07-11,Web,Despatched
SO-2025-07575,C1599,DAV,2025-07-10,2025-07-16,2025-07-14,Account manager,Despatched
SO-2025-07576,C1790,WAR,2025-07-10,2025-07-15,2025-07-10,Trade counter,Despatched
SO-2025-07577,C1032,WAR,2025-07-10,2025-07-11,2025-07-11,Telephone,Part despatched
SO-2025-07578,C1730,WAR,2025-07-10,2025-07-14,2025-07-10,Trade counter,Despatched
SO-2025-07579,C1950,WAR,2025-07-10,2025-07-14,2025-07-10,Telephone,Despatched
SO-2025-07580,C1501,BRS,2025-07-10,2025-07-14,2025-07-10,Web,Despatched
SO-2025-07581,C1785,BRS,2025-07-10,2025-07-16,2025-07-10,Trade counter,Despatched
SO-2025-07582,C1151,BRS,2025-07-10,2025-07-15,2025-07-10,Web,Despatched
SO-2025-07583,C1109,LIV,2025-07-10,2025-07-11,2025-07-10,Telephone,Despatched
SO-2025-07584,C1440,DAV,2025-07-11,2025-07-17,2025-07-14,Telephone,Part despatched
SO-2025-07585,C1320,DAV,2025-07-11,2025-07-14,2025-07-14,Trade counter,Despatched
SO-2025-07586,C1066,DAV,2025-07-11,2025-07-17,2025-07-14,Web,Part despatched
SO-2025-07587,C1007,DAV,2025-07-11,2025-07-16,2025-07-14,Trade counter,Despatched
SO-2025-07588,C1743,DAV,2025-07-11,2025-07-15,2025-07-11,Web,Part despatched
SO-2025-07589,C1145,DAV,2025-07-11,2025-07-15,2025-07-11,Account manager,Despatched
SO-2025-07590,C1429,DAV,2025-07-11,2025-07-17,2025-07-11,Telephone,Despatched
SO-2025-07591,C1360,WAR,2025-07-11,2025-07-16,2025-07-11,Web,Part despatched
SO-2025-07592,C1844,WAR,2025-07-11,2025-07-14,2025-07-11,Telephone,Part despatched
SO-2025-07593,C1802,WAR,2025-07-11,2025-07-14,2025-07-11,Account manager,Despatched
SO-2025-07594,C1866,WAR,2025-07-11,2025-07-14,2025-07-11,Account manager,Despatched
SO-2025-07595,C1495,WAR,2025-07-11,2025-07-14,2025-07-14,Telephone,Despatched
SO-2025-07596,C1032,WAR,2025-07-11,2025-07-17,2025-07-11,Telephone,Part despatched
SO-2025-07597,C1215,WAR,2025-07-11,2025-07-14,2025-07-11,Telephone,Despatched
SO-2025-07598,C1602,BRS,2025-07-11,2025-07-14,2025-07-11,Account manager,Despatched
SO-2025-07599,C1785,BRS,2025-07-11,2025-07-15,2025-07-11,Web,Despatched
SO-2025-07600,C1475,BRS,2025-07-11,2025-07-14,2025-07-14,Trade counter,Despatched
SO-2025-07601,C1238,BRS,2025-07-11,2025-07-16,2025-07-11,Account manager,Despatched
SO-2025-07602,C1821,LIV,2025-07-11,2025-07-16,2025-07-11,Trade counter,Part despatched
SO-2025-07603,C1432,LIV,2025-07-11,2025-07-17,2025-07-11,Account manager,Despatched
SO-2025-07604,C1422,LIV,2025-07-11,2025-07-16,2025-07-15,Trade counter,Despatched
SO-2025-07605,C1143,DAV,2025-07-14,2025-07-15,2025-07-14,Web,Despatched
SO-2025-07606,C1300,DAV,2025-07-14,2025-07-15,2025-07-14,Telephone,Despatched
SO-2025-07607,C1145,DAV,2025-07-14,2025-07-16,2025-07-14,Telephone,Despatched
SO-2025-07608,C1682,DAV,2025-07-14,2025-07-15,2025-07-14,Web,Despatched
SO-2025-07609,C1429,DAV,2025-07-14,2025-07-18,2025-07-14,Telephone,Despatched
SO-2025-07610,C1137,DAV,2025-07-14,2025-07-16,2025-07-14,Account manager,Despatched
SO-2025-07611,C1366,DAV,2025-07-14,2025-07-16,2025-07-16,Account manager,Despatched
SO-2025-07612,C1355,WAR,2025-07-14,2025-07-15,2025-07-14,Web,Despatched
SO-2025-07613,C1057,WAR,2025-07-14,2025-07-16,2025-07-14,Trade counter,Despatched
SO-2025-07614,C1844,WAR,2025-07-14,2025-07-16,2025-07-14,Web,Despatched
SO-2025-07615,C1170,WAR,2025-07-14,2025-07-17,2025-07-14,Web,Despatched
SO-2025-07616,C1741,BRS,2025-07-14,2025-07-18,2025-07-14,Trade counter,Despatched
SO-2025-07617,C1168,LIV,2025-07-14,2025-07-16,2025-07-14,Trade counter,Despatched
SO-2025-07618,C1900,LIV,2025-07-14,2025-07-16,2025-07-14,Web,Despatched
SO-2025-07619,C1085,LIV,2025-07-14,2025-07-17,2025-07-14,Telephone,Despatched
SO-2025-07620,C1607,LIV,2025-07-14,2025-07-15,2025-07-14,Web,Part despatched
SO-2025-07621,C1666,LIV,2025-07-14,2025-07-17,2025-07-14,Web,Part despatched
SO-2025-07622,C1078,DAV,2025-07-15,2025-07-21,2025-07-15,Web,Despatched
SO-2025-07623,C1936,DAV,2025-07-15,2025-07-18,2025-07-15,Trade counter,Despatched
SO-2025-07624,C1179,DAV,2025-07-15,2025-07-18,2025-07-15,Trade counter,Despatched
SO-2025-07625,C1371,DAV,2025-07-15,2025-07-17,2025-07-15,Telephone,Despatched
SO-2025-07626,C1796,DAV,2025-07-15,2025-07-21,2025-07-16,Trade counter,Part despatched
SO-2025-07627,C1447,DAV,2025-07-15,2025-07-17,2025-07-18,Trade counter,Despatched
SO-2025-07628,C1802,WAR,2025-07-15,2025-07-21,2025-07-15,Telephone,Despatched
SO-2025-07629,C1398,WAR,2025-07-15,2025-07-17,2025-07-16,Trade counter,Despatched
SO-2025-07630,C1460,WAR,2025-07-15,2025-07-18,2025-07-15,Web,Despatched
SO-2025-07631,C1147,BRS,2025-07-15,2025-07-17,2025-07-15,Account manager,Despatched
SO-2025-07632,C1212,BRS,2025-07-15,2025-07-16,2025-07-15,Telephone,Part despatched
SO-2025-07633,C1168,LIV,2025-07-15,2025-07-17,2025-07-17,Trade counter,Despatched
SO-2025-07634,C1435,LIV,2025-07-15,2025-07-18,2025-07-15,Trade counter,Despatched
SO-2025-07635,C1700,DAV,2025-07-16,2025-07-22,2025-07-16,Trade counter,Part despatched
SO-2025-07636,C1985,DAV,2025-07-16,2025-07-21,2025-07-16,Web,Despatched
SO-2025-07637,C1262,DAV,2025-07-16,2025-07-21,2025-07-16,Telephone,Despatched
SO-2025-07638,C1120,DAV,2025-07-16,2025-07-22,2025-07-16,Web,Despatched
SO-2025-07639,C1933,WAR,2025-07-16,2025-07-22,2025-07-17,Web,Despatched
SO-2025-07640,C1402,WAR,2025-07-16,2025-07-22,2025-07-16,Account manager,Despatched
SO-2025-07641,C1464,WAR,2025-07-16,2025-07-18,2025-07-16,Trade counter,Part despatched
SO-2025-07642,C1032,WAR,2025-07-16,2025-07-21,2025-07-16,Account manager,Part despatched
SO-2025-07643,C1543,WAR,2025-07-16,2025-07-22,2025-07-21,Web,Despatched
SO-2025-07644,C1391,WAR,2025-07-16,2025-07-17,2025-07-16,Trade counter,Part despatched
SO-2025-07645,C1162,WAR,2025-07-16,2025-07-17,2025-07-16,Web,Part despatched
SO-2025-07646,C1212,BRS,2025-07-16,2025-07-21,2025-07-16,Trade counter,Despatched
SO-2025-07647,C1557,BRS,2025-07-16,2025-07-21,2025-07-16,Trade counter,Despatched
SO-2025-07648,C1313,LIV,2025-07-16,2025-07-22,2025-07-16,Telephone,Despatched
SO-2025-07649,C1685,LIV,2025-07-16,2025-07-22,2025-07-16,Telephone,Despatched
SO-2025-07650,C1159,LIV,2025-07-16,2025-07-17,2025-07-16,Telephone,Despatched
SO-2025-07651,C1435,LIV,2025-07-16,2025-07-17,2025-07-16,Telephone,Despatched
SO-2025-07652,C1232,DAV,2025-07-17,2025-07-23,2025-07-17,Web,Despatched
SO-2025-07653,C1011,DAV,2025-07-17,2025-07-18,2025-07-17,Telephone,Despatched
SO-2025-07654,C1211,DAV,2025-07-17,2025-07-18,2025-07-17,Trade counter,Despatched
SO-2025-07655,C1227,DAV,2025-07-17,2025-07-21,2025-07-17,Trade counter,Despatched
SO-2025-07656,C1841,DAV,2025-07-17,2025-07-22,2025-07-18,Telephone,Despatched
SO-2025-07657,C1426,DAV,2025-07-17,2025-07-21,2025-07-17,Account manager,Despatched
SO-2025-07658,C1176,DAV,2025-07-17,2025-07-22,2025-07-22,Telephone,Despatched
SO-2025-07659,C1512,DAV,2025-07-17,2025-07-22,2025-07-22,Web,Part despatched
SO-2025-07660,C1434,DAV,2025-07-17,2025-07-21,2025-07-17,Trade counter,Despatched
SO-2025-07661,C1145,DAV,2025-07-17,2025-07-18,2025-07-18,Trade counter,Despatched
SO-2025-07662,C1593,DAV,2025-07-17,2025-07-18,2025-07-17,Trade counter,Part despatched
SO-2025-07663,C1728,DAV,2025-07-17,2025-07-23,2025-07-17,Web,Despatched
SO-2025-07664,C1010,WAR,2025-07-17,2025-07-23,2025-07-17,Account manager,Despatched
SO-2025-07665,C1051,WAR,2025-07-17,2025-07-23,2025-07-17,Trade counter,Despatched
SO-2025-07666,C1790,WAR,2025-07-17,2025-07-23,2025-07-18,Trade counter,Part despatched
SO-2025-07667,C1132,BRS,2025-07-17,2025-07-22,2025-07-18,Telephone,Despatched
SO-2025-07668,C1773,BRS,2025-07-17,2025-07-21,2025-07-17,Account manager,Despatched
SO-2025-07669,C1578,BRS,2025-07-17,2025-07-22,2025-07-17,Trade counter,Despatched
SO-2025-07670,C1659,BRS,2025-07-17,2025-07-21,2025-07-18,Telephone,Despatched
SO-2025-07671,C1339,BRS,2025-07-17,2025-07-23,2025-07-17,Telephone,Despatched
SO-2025-07672,C1435,LIV,2025-07-17,2025-07-18,2025-07-17,Telephone,Despatched
SO-2025-07673,C1821,LIV,2025-07-17,2025-07-23,2025-07-17,Web,Despatched
SO-2025-07674,C1478,LIV,2025-07-17,2025-07-22,2025-07-17,Telephone,Despatched
SO-2025-07675,C1227,DAV,2025-07-18,2025-07-21,2025-07-18,Web,Despatched
SO-2025-07676,C1429,DAV,2025-07-18,2025-07-23,2025-07-18,Telephone,Despatched
SO-2025-07677,C1429,DAV,2025-07-18,2025-07-24,2025-07-18,Telephone,Despatched
SO-2025-07678,C1479,DAV,2025-07-18,2025-07-21,2025-07-18,Trade counter,Part despatched
SO-2025-07679,C1695,DAV,2025-07-18,2025-07-24,2025-07-18,Telephone,Despatched
SO-2025-07680,C1940,DAV,2025-07-18,2025-07-23,2025-07-18,Trade counter,Part despatched
SO-2025-07681,C1262,DAV,2025-07-18,2025-07-21,2025-07-18,Telephone,Despatched
SO-2025-07682,C1299,DAV,2025-07-18,2025-07-22,2025-07-22,Trade counter,Despatched
SO-2025-07683,C1790,WAR,2025-07-18,2025-07-23,2025-07-18,Telephone,Despatched
SO-2025-07684,C1702,WAR,2025-07-18,2025-07-22,2025-07-18,Trade counter,Despatched
SO-2025-07685,C1924,WAR,2025-07-18,2025-07-22,2025-07-18,Account manager,Part despatched
SO-2025-07686,C1560,WAR,2025-07-18,2025-07-23,2025-07-18,Trade counter,Despatched
SO-2025-07687,C1386,WAR,2025-07-18,2025-07-24,2025-07-18,Telephone,Despatched
SO-2025-07688,C1065,BRS,2025-07-18,2025-07-21,2025-07-21,Trade counter,Part despatched
SO-2025-07689,C1171,BRS,2025-07-18,2025-07-21,2025-07-21,Account manager,Despatched
SO-2025-07690,C1785,BRS,2025-07-18,2025-07-22,2025-07-18,Account manager,Despatched
SO-2025-07691,C1038,LIV,2025-07-18,2025-07-24,2025-07-18,Web,Despatched
SO-2025-07692,C1856,LIV,2025-07-18,2025-07-24,2025-07-18,Web,Despatched
SO-2025-07693,C1422,LIV,2025-07-18,2025-07-24,2025-07-18,Trade counter,Despatched
SO-2025-07694,C1052,DAV,2025-07-21,2025-07-23,2025-07-22,Telephone,Despatched
SO-2025-07695,C1340,DAV,2025-07-21,2025-07-25,2025-07-22,Web,Despatched
SO-2025-07696,C1593,DAV,2025-07-21,2025-07-24,2025-07-21,Trade counter,Despatched
SO-2025-07697,C1050,DAV,2025-07-21,2025-07-24,2025-07-21,Trade counter,Despatched
SO-2025-07698,C1479,DAV,2025-07-21,2025-07-25,2025-07-21,Trade counter,Part despatched
SO-2025-07699,C1728,DAV,2025-07-21,2025-07-22,2025-07-21,Account manager,Despatched
SO-2025-07700,C1495,WAR,2025-07-21,2025-07-23,2025-07-21,Web,Despatched
SO-2025-07701,C1482,WAR,2025-07-21,2025-07-25,2025-07-21,Web,Despatched
SO-2025-07702,C1051,WAR,2025-07-21,2025-07-23,2025-07-21,Trade counter,Despatched
SO-2025-07703,C1581,WAR,2025-07-21,2025-07-25,2025-07-21,Telephone,Despatched
SO-2025-07704,C1831,WAR,2025-07-21,2025-07-22,2025-07-21,Web,Despatched
SO-2025-07705,C1059,WAR,2025-07-21,2025-07-24,2025-07-21,Telephone,Despatched
SO-2025-07706,C1866,WAR,2025-07-21,2025-07-25,2025-07-22,Telephone,Despatched
SO-2025-07707,C1259,BRS,2025-07-21,2025-07-25,2025-07-21,Trade counter,Part despatched
SO-2025-07708,C1151,BRS,2025-07-21,2025-07-25,2025-07-22,Telephone,Part despatched
SO-2025-07709,C1505,BRS,2025-07-21,2025-07-22,2025-07-21,Telephone,Part despatched
SO-2025-07710,C1697,BRS,2025-07-21,2025-07-25,2025-07-21,Trade counter,Part despatched
SO-2025-07711,C1475,BRS,2025-07-21,2025-07-24,2025-07-22,Telephone,Despatched
SO-2025-07712,C1040,BRS,2025-07-21,2025-07-25,2025-07-21,Telephone,Part despatched
SO-2025-07713,C1387,BRS,2025-07-21,2025-07-23,2025-07-21,Trade counter,Despatched
SO-2025-07714,C1107,BRS,2025-07-21,2025-07-22,2025-07-23,Telephone,Despatched
SO-2025-07715,C1302,BRS,2025-07-21,2025-07-25,2025-07-21,Web,Part despatched
SO-2025-07716,C1302,BRS,2025-07-21,2025-07-25,2025-07-21,Trade counter,Despatched
SO-2025-07717,C1878,LIV,2025-07-21,2025-07-25,2025-07-22,Telephone,Despatched
SO-2025-07718,C1085,LIV,2025-07-21,2025-07-25,2025-07-21,Trade counter,Despatched
SO-2025-07719,C1128,LIV,2025-07-21,2025-07-24,2025-07-21,Web,Despatched
SO-2025-07720,C1145,DAV,2025-07-22,2025-07-23,2025-07-22,Web,Despatched
SO-2025-07721,C1882,DAV,2025-07-22,2025-07-24,2025-07-22,Web,Despatched
SO-2025-07722,C1084,DAV,2025-07-22,2025-07-23,2025-07-23,Web,Despatched
SO-2025-07723,C1434,DAV,2025-07-22,2025-07-24,2025-07-22,Account manager,Part despatched
SO-2025-07724,C1521,DAV,2025-07-22,2025-07-28,2025-07-23,Trade counter,Despatched
SO-2025-07725,C1445,DAV,2025-07-22,2025-07-23,2025-07-23,Telephone,Despatched
SO-2025-07726,C1802,WAR,2025-07-22,2025-07-23,2025-07-22,Trade counter,Despatched
SO-2025-07727,C1896,WAR,2025-07-22,2025-07-28,2025-07-23,Web,Despatched
SO-2025-07728,C1702,WAR,2025-07-22,2025-07-28,2025-07-22,Account manager,Despatched
SO-2025-07729,C1032,WAR,2025-07-22,2025-07-24,2025-07-22,Telephone,Despatched
SO-2025-07730,C1950,WAR,2025-07-22,2025-07-24,2025-07-23,Web,Despatched
SO-2025-07731,C1790,WAR,2025-07-22,2025-07-23,2025-07-23,Trade counter,Despatched
SO-2025-07732,C1752,WAR,2025-07-22,2025-07-25,2025-07-22,Telephone,Despatched
SO-2025-07733,C1783,BRS,2025-07-22,2025-07-24,2025-07-22,Telephone,Despatched
SO-2025-07734,C1634,LIV,2025-07-22,2025-07-25,2025-07-22,Trade counter,Despatched
SO-2025-07735,C1168,LIV,2025-07-22,2025-07-25,2025-07-22,Telephone,Despatched
SO-2025-07736,C1085,LIV,2025-07-22,2025-07-24,2025-07-23,Web,Despatched
SO-2025-07737,C1666,LIV,2025-07-22,2025-07-24,2025-07-25,Telephone,Despatched
SO-2025-07738,C1143,DAV,2025-07-23,2025-07-24,2025-07-23,Trade counter,Despatched
SO-2025-07739,C1593,DAV,2025-07-23,2025-07-28,2025-07-23,Web,Part despatched
SO-2025-07740,C1744,DAV,2025-07-23,2025-07-29,2025-07-25,Web,Despatched
SO-2025-07741,C1728,DAV,2025-07-23,2025-07-28,2025-07-23,Telephone,Despatched
SO-2025-07742,C1765,DAV,2025-07-23,2025-07-29,2025-07-23,Account manager,Despatched
SO-2025-07743,C1209,DAV,2025-07-23,2025-07-29,2025-07-23,Telephone,Despatched
